Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Operating Cash Flow,"64,271,243","9,963,020","27,046,720","57,677,964","76,873,456","15,553,608","49,428,384","53,058,297","26,420,983","71,724,838","22,586,307","20,355,034","24,558,157"
Captial Expenditure,"72,750,043","6,473,876","-26,910,593","122,435,823","-7,078,317","83,719,267","10,423,728","3,662,435","74,796,119","47,152,620","19,276,825","9,035,624","2,317,272"
Cashflow from Investing,"-72,790,179","-6,473,876","-17,528,542","-121,914,142","7,438,717","-57,877,373","-34,588,365","-3,040,458","-54,393,614","-66,878,406","-18,995,610","-8,206,754","-1,091,166"
Cash Flow from Financing,"-15,019,598","-39,679,037","-50,944,127","36,285,242","-42,032,703","24,088,001","-28,303,114","-26,685,270","22,077,936","2,602,525","-13,591,984","-16,282,389","-23,266,659"
Net Change,"-23,538,534","-36,189,893","-41,425,949","-27,950,936","42,279,470","-18,235,764","-13,463,095","23,332,569","-5,894,695","7,448,957","-10,001,287","-4,134,109","200,332"
Opening Cash,"-67,696,521","-31,506,628","9,919,321","37,870,257","-4,409,213","13,826,551","27,289,646","3,957,077","9,851,772","2,402,815","12,404,102","16,538,211","16,337,879"
Closing Cash,"-91,235,055","-67,696,521","-31,506,628","9,919,321","37,870,257","-4,409,213","13,826,551","27,289,646","3,957,077","9,851,772","2,402,815","12,404,102","16,538,211"
FCFF,"-8,478,800","3,489,144","53,957,313","-64,757,859","83,951,773","-68,165,659","39,004,656","49,395,862","-48,375,136","24,572,218","3,309,482","11,319,410","22,240,885"
FCFE,"-23,498,398","-36,189,893","3,013,186","-28,472,617","41,919,070","-44,077,658","10,701,542","22,710,592","-26,297,200","27,174,743","-10,282,502","-4,962,979","-1,025,774"
