Year,2020,2019
Operating Cash Flow,"390,531,012","27,738,684"
Captial Expenditure,"289,263,251","111,279,480"
Cashflow from Investing,"-289,263,251","-111,279,480"
Cash Flow from Financing,"-52,473,222","73,032,238"
Net Change,"48,794,539","-10,508,558"
Opening Cash,"-554,826,728","-544,318,170"
Closing Cash,"-506,032,189","-554,826,728"
FCFF,"101,267,761","-83,540,796"
FCFE,"48,794,539","-10,508,558"
