FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
SC 13G,/Archives/edgar/data/318154/000119312521289912/0001193125-21-289912.txt,0001193125-21-289912.txt,FALSE,FALSE
3,/Archives/edgar/data/318154/000112760221025224/0001127602-21-025224.txt,0001127602-21-025224.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000089924321035731/0000899243-21-035731.txt,0000899243-21-035731.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221023489/0001127602-21-023489.txt,0001127602-21-023489.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221023488/0001127602-21-023488.txt,0001127602-21-023488.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221023487/0001127602-21-023487.txt,0001127602-21-023487.txt,TRUE,TRUE
8-K,/Archives/edgar/data/318154/000119312521240434/0001193125-21-240434.txt,0001193125-21-240434.txt,FALSE,FALSE
424B2,/Archives/edgar/data/318154/000119312521239396/0001193125-21-239396.txt,0001193125-21-239396.txt,FALSE,FALSE
FWP,/Archives/edgar/data/318154/000119312521238064/0001193125-21-238064.txt,0001193125-21-238064.txt,FALSE,FALSE
424B3,/Archives/edgar/data/318154/000119312521237086/0001193125-21-237086.txt,0001193125-21-237086.txt,FALSE,FALSE
3/A,/Archives/edgar/data/318154/000112760221023111/0001127602-21-023111.txt,0001127602-21-023111.txt,TRUE,TRUE
10-Q,/Archives/edgar/data/318154/000031815421000034/0000318154-21-000034.txt,0000318154-21-000034.txt,FALSE,FALSE
8-K,/Archives/edgar/data/318154/000031815421000031/0000318154-21-000031.txt,0000318154-21-000031.txt,FALSE,FALSE
3,/Archives/edgar/data/318154/000112760221022668/0001127602-21-022668.txt,0001127602-21-022668.txt,TRUE,TRUE
8-K,/Archives/edgar/data/318154/000119312521229599/0001193125-21-229599.txt,0001193125-21-229599.txt,FALSE,FALSE
8-K,/Archives/edgar/data/318154/000119312521225743/0001193125-21-225743.txt,0001193125-21-225743.txt,FALSE,FALSE
11-K,/Archives/edgar/data/318154/000031815421000025/0000318154-21-000025.txt,0000318154-21-000025.txt,FALSE,FALSE
11-K,/Archives/edgar/data/318154/000031815421000023/0000318154-21-000023.txt,0000318154-21-000023.txt,FALSE,FALSE
8-K,/Archives/edgar/data/318154/000119312521177693/0001193125-21-177693.txt,0001193125-21-177693.txt,FALSE,FALSE
4,/Archives/edgar/data/318154/000112760221017697/0001127602-21-017697.txt,0001127602-21-017697.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221017471/0001127602-21-017471.txt,0001127602-21-017471.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221017470/0001127602-21-017470.txt,0001127602-21-017470.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221017469/0001127602-21-017469.txt,0001127602-21-017469.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221017468/0001127602-21-017468.txt,0001127602-21-017468.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221017467/0001127602-21-017467.txt,0001127602-21-017467.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221017466/0001127602-21-017466.txt,0001127602-21-017466.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221017465/0001127602-21-017465.txt,0001127602-21-017465.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221017464/0001127602-21-017464.txt,0001127602-21-017464.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221017463/0001127602-21-017463.txt,0001127602-21-017463.txt,TRUE,TRUE
8-K,/Archives/edgar/data/318154/000119312521166678/0001193125-21-166678.txt,0001193125-21-166678.txt,FALSE,FALSE
4,/Archives/edgar/data/318154/000112760221016447/0001127602-21-016447.txt,0001127602-21-016447.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221016446/0001127602-21-016446.txt,0001127602-21-016446.txt,TRUE,TRUE
4,/Archives/edgar/data/318154/000112760221016121/0001127602-21-016121.txt,0001127602-21-016121.txt,TRUE,TRUE
