FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
4,/Archives/edgar/data/749660/000089924321039687/0000899243-21-039687.txt,0000899243-21-039687.txt,TRUE,TRUE
4,/Archives/edgar/data/749660/000089924321036179/0000899243-21-036179.txt,0000899243-21-036179.txt,TRUE,TRUE
10-Q,/Archives/edgar/data/749660/000119312521239232/0001193125-21-239232.txt,0001193125-21-239232.txt,FALSE,FALSE
8-K,/Archives/edgar/data/749660/000119312521238655/0001193125-21-238655.txt,0001193125-21-238655.txt,FALSE,FALSE
8-K,/Archives/edgar/data/749660/000119312521237746/0001193125-21-237746.txt,0001193125-21-237746.txt,FALSE,FALSE
4,/Archives/edgar/data/749660/000089924321031620/0000899243-21-031620.txt,0000899243-21-031620.txt,TRUE,TRUE
8-K,/Archives/edgar/data/749660/000119312521220599/0001193125-21-220599.txt,0001193125-21-220599.txt,FALSE,FALSE
4,/Archives/edgar/data/749660/000089924321028891/0000899243-21-028891.txt,0000899243-21-028891.txt,TRUE,TRUE
4,/Archives/edgar/data/749660/000089924321028889/0000899243-21-028889.txt,0000899243-21-028889.txt,TRUE,TRUE
4,/Archives/edgar/data/749660/000089924321028885/0000899243-21-028885.txt,0000899243-21-028885.txt,TRUE,TRUE
4,/Archives/edgar/data/749660/000089924321027523/0000899243-21-027523.txt,0000899243-21-027523.txt,TRUE,TRUE
4,/Archives/edgar/data/749660/000089924321025527/0000899243-21-025527.txt,0000899243-21-025527.txt,TRUE,TRUE
DEF 14A,/Archives/edgar/data/749660/000119312521184275/0001193125-21-184275.txt,0001193125-21-184275.txt,FALSE,FALSE
SD,/Archives/edgar/data/749660/000119312521176900/0001193125-21-176900.txt,0001193125-21-176900.txt,FALSE,FALSE
PRE 14A,/Archives/edgar/data/749660/000119312521172289/0001193125-21-172289.txt,0001193125-21-172289.txt,FALSE,FALSE
3,/Archives/edgar/data/749660/000089924321018100/0000899243-21-018100.txt,0000899243-21-018100.txt,TRUE,TRUE
10-Q,/Archives/edgar/data/749660/000119312521149067/0001193125-21-149067.txt,0001193125-21-149067.txt,FALSE,FALSE
10-K/A,/Archives/edgar/data/749660/000119312521145495/0001193125-21-145495.txt,0001193125-21-145495.txt,FALSE,FALSE
8-K,/Archives/edgar/data/749660/000119380521000559/0001193805-21-000559.txt,0001193805-21-000559.txt,FALSE,FALSE
8-K,/Archives/edgar/data/749660/000119380521000456/0001193805-21-000456.txt,0001193805-21-000456.txt,FALSE,FALSE
