FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
4,/Archives/edgar/data/354707/000035470721000097/0000354707-21-000097.txt,0000354707-21-000097.txt,TRUE,TRUE
8-K,/Archives/edgar/data/354707/000035470721000096/0000354707-21-000096.txt,0000354707-21-000096.txt,FALSE,FALSE
4,/Archives/edgar/data/354707/000035470721000093/0000354707-21-000093.txt,0000354707-21-000093.txt,TRUE,TRUE
10-Q,/Archives/edgar/data/354707/000035470721000092/0000354707-21-000092.txt,0000354707-21-000092.txt,FALSE,FALSE
8-K,/Archives/edgar/data/354707/000035470721000088/0000354707-21-000088.txt,0000354707-21-000088.txt,FALSE,FALSE
8-K,/Archives/edgar/data/354707/000035470721000082/0000354707-21-000082.txt,0000354707-21-000082.txt,FALSE,FALSE
8-K,/Archives/edgar/data/354707/000162828021015084/0001628280-21-015084.txt,0001628280-21-015084.txt,FALSE,FALSE
4,/Archives/edgar/data/354707/000035470721000076/0000354707-21-000076.txt,0000354707-21-000076.txt,TRUE,TRUE
4,/Archives/edgar/data/354707/000035470721000075/0000354707-21-000075.txt,0000354707-21-000075.txt,TRUE,TRUE
4,/Archives/edgar/data/354707/000035470721000074/0000354707-21-000074.txt,0000354707-21-000074.txt,TRUE,TRUE
4,/Archives/edgar/data/354707/000035470721000073/0000354707-21-000073.txt,0000354707-21-000073.txt,TRUE,TRUE
4,/Archives/edgar/data/354707/000035470721000072/0000354707-21-000072.txt,0000354707-21-000072.txt,TRUE,TRUE
4,/Archives/edgar/data/354707/000035470721000071/0000354707-21-000071.txt,0000354707-21-000071.txt,TRUE,TRUE
4,/Archives/edgar/data/354707/000035470721000070/0000354707-21-000070.txt,0000354707-21-000070.txt,TRUE,TRUE
4,/Archives/edgar/data/354707/000035470721000069/0000354707-21-000069.txt,0000354707-21-000069.txt,TRUE,TRUE
11-K,/Archives/edgar/data/354707/000110465921086880/0001104659-21-086880.txt,0001104659-21-086880.txt,FALSE,FALSE
11-K,/Archives/edgar/data/354707/000110465921086875/0001104659-21-086875.txt,0001104659-21-086875.txt,FALSE,FALSE
4,/Archives/edgar/data/354707/000035470721000068/0000354707-21-000068.txt,0000354707-21-000068.txt,TRUE,TRUE
8-K,/Archives/edgar/data/354707/000035470721000067/0000354707-21-000067.txt,0000354707-21-000067.txt,FALSE,FALSE
4,/Archives/edgar/data/354707/000035470721000064/0000354707-21-000064.txt,0000354707-21-000064.txt,TRUE,TRUE
3,/Archives/edgar/data/354707/000035470721000063/0000354707-21-000063.txt,0000354707-21-000063.txt,TRUE,TRUE
8-K,/Archives/edgar/data/354707/000035470721000062/0000354707-21-000062.txt,0000354707-21-000062.txt,FALSE,FALSE
8-K,/Archives/edgar/data/354707/000035470721000058/0000354707-21-000058.txt,0000354707-21-000058.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/354707/000035470721000055/0000354707-21-000055.txt,0000354707-21-000055.txt,FALSE,FALSE
SC 13G/A,/Archives/edgar/data/354707/000083423721008179/0000834237-21-008179.txt,0000834237-21-008179.txt,FALSE,FALSE
8-K,/Archives/edgar/data/354707/000162828021009425/0001628280-21-009425.txt,0001628280-21-009425.txt,FALSE,FALSE
8-K,/Archives/edgar/data/354707/000035470721000049/0000354707-21-000049.txt,0000354707-21-000049.txt,FALSE,FALSE
8-K,/Archives/edgar/data/354707/000035470721000045/0000354707-21-000045.txt,0000354707-21-000045.txt,FALSE,FALSE
8-K,/Archives/edgar/data/354707/000035470721000040/0000354707-21-000040.txt,0000354707-21-000040.txt,FALSE,FALSE
