Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Fixed Assets,"234,224,771,000","224,962,541,000","224,992,743,000","234,491,879,000","120,542,404,000","118,123,175,000","81,441,782,000","59,880,555,000","51,372,597,000","47,107,779,000","44,550,292,000","28,482,194,000","23,229,631,000"
Investments,"108,879,072,000","97,622,022,000","191,410,075,000","144,724,896,000","123,944,256,000","141,007,809,000","177,930,805,000","180,313,954,000","55,808,214,000","42,014,485,000","14,352,258,000","7,991,050,000","13,067,648,000"
Cash in Hand and Bank,"16,842,305,000","20,569,709,000","3,670,480,000","4,159,073,000","7,903,766,000","13,002,748,000","2,852,160,000","2,709,875,000","3,767,689,000","13,841,889,000","7,843,820,000","3,973,818,000","8,306,548,000"
Stores and Spares,"18,726,550,000","18,751,790,000","17,984,525,000","18,442,847,000","18,251,184,000","16,847,032,000","18,502,922,000","16,628,579,000","12,860,723,000","13,979,854,000","14,527,278,000","17,464,351,000","16,615,095,000"
Stock in Trade,"472,505,000","446,645,000","346,829,000","376,390,000","291,904,000","317,476,000","420,626,000","263,204,000","210,523,000","261,835,000","172,084,000","108,301,000","151,782,000"
Trade Debts,"325,620,971,000","242,731,940,000","163,691,820,000","118,574,468,000","111,204,186,000","121,411,485,000","100,510,995,000","55,874,924,000","138,095,764,000","77,911,312,000","82,992,291,000","56,140,092,000","40,705,299,000"
Current Assets,"556,768,817,000","509,785,826,000","405,857,905,000","342,460,219,000","254,800,670,000","219,778,551,000","194,160,127,000","134,329,533,000","214,876,291,000","149,603,465,000","120,433,800,000","86,834,540,000","79,823,658,000"
Quick Assets,"537,569,762,000","490,587,391,000","387,526,551,000","323,640,982,000","236,257,582,000","202,614,043,000","175,236,579,000","117,437,750,000","201,805,045,000","135,361,776,000","105,734,438,000","69,261,888,000","63,056,781,000"
Total Assets,"861,463,645,000","766,597,190,000","666,477,197,000","627,287,973,000","589,565,539,000","553,791,319,000","496,232,680,000","414,011,041,000","338,321,073,000","261,777,528,000","228,867,651,000","177,992,396,000","152,309,463,000"
Interest Bearing Long Term Liability,0,0,0,0,0,0,0,0,0,0,0,0,0
Non Interest Bearing Long Term Liability,0,0,0,0,0,0,0,0,0,0,0,0,0
Interest Bearing Short Term Liability,0,0,0,0,0,0,0,0,0,0,0,0,0
* Non Interest Bearing Short Term Liability,"68,578,248,000","49,477,743,000","36,705,914,000","53,610,444,000","58,969,148,000","61,901,977,000","48,045,567,000","36,502,926,000","22,171,851,000","16,794,297,000","28,624,204,000","18,747,328,000","17,215,555,000"
Trades Payables,"68,578,248,000","49,477,743,000","36,705,914,000","53,610,444,000","58,969,148,000","61,901,977,000","48,045,567,000","36,502,926,000","22,171,851,000","16,794,297,000","28,624,204,000","18,747,328,000","17,215,555,000"
Total Current Liabilities,"94,346,842,000","72,643,471,000","55,194,887,000","53,610,444,000","58,969,148,000","61,901,977,000","48,045,567,000","38,740,991,000","24,593,682,000","21,775,606,000","34,840,843,000","21,287,498,000","21,438,603,000"
Total Liabilities,"172,605,638,000","141,231,942,000","115,920,775,000","114,303,636,000","110,932,972,000","111,270,351,000","100,561,475,000","90,352,340,000","69,956,421,000","60,211,951,000","71,475,165,000","51,821,000,000","41,894,120,000"
Paid Up Capital,"43,009,284,000","43,009,284,000","43,009,284,000","43,009,284,000","43,009,284,000","43,009,284,000","43,009,284,000","43,009,284,000","43,009,284,000","43,009,284,000","43,009,284,000","43,009,284,000","43,009,284,000"
Reserves,"645,848,723,000","582,355,964,000","507,547,138,000","469,975,053,000","435,623,283,000","399,511,684,000","352,661,921,000","280,649,417,000","225,355,368,000","158,556,293,000","114,383,202,000","83,162,112,000","67,406,059,000"
Preferred Equity,0,0,0,0,0,0,0,0,0,0,0,0,0
Surplus On Revaluation of Assets,0,0,0,0,0,0,0,0,0,0,0,0,0
Shareholder Equity,"688,858,007,000","625,365,248,000","550,556,422,000","512,984,337,000","478,632,567,000","442,520,968,000","395,671,205,000","323,658,701,000","268,364,652,000","201,565,577,000","157,392,486,000","126,171,396,000","110,415,343,000"
Paid Up Value,10,10,10,10,10,10,10,10,10,10,10,10,10
Number of Shares,"4,300,928,400","4,300,928,400","4,300,928,400","4,300,928,400","4,300,928,400","4,300,928,400","4,300,928,400","4,300,928,400","4,300,928,400","4,300,928,400","4,300,928,400","4,300,928,400","4,300,928,400"
