CIK
0001224502
0001693085
0001012923
0001368095
0001249911
0001531356
0001559652
0001203533
0001519899
0001320010
0001831911
0001526192
0001781050
0001695469
0001741389
0001721139
0001468347
0001095458
0001174294
0001471873
0000926012
0001228635
0001349787
0001344856
0001698690
0001740179
0000882859
0000838958
0001108772
0001442450
0001712368
0001123395
0001187371
0001653257
0001463321
0001016799
0001524092
0001664467
0001664468
0001120353
0001484862
0001509768
0001502898
0001028740
0001199568
0001404758
0001536637
0001410239
0001235847
0001683847
0001426468
0001654512
0001682534
0001695341
0001792003
0001790623
0001020112
0001718519
0001785813
0001694322
0001562881
0001787789
0001556526
0001817577
0001551641
0001130973
0001354830
0001740438
0001456099
0001461596
0001414131
0001354600
0001594488
0001261502
0001479517
0001445666
0000760436
0001286285
0001509996
0001787956
0001590525
0001445667
0001451075
0001376361
0001754806
0001823496
0001298830
0001604638
0001624757
0001135564
0001085046
0000944492
0001216134
0001694730
0001273213
0001245009
0001563439
0001267478
0001455891
0001378926
0001407764
0001512303
0001661809
0001602911
0001679074
0001619136
0001021202
0001593788
0001593792
0001593794
0001593804
0001202679
0001094801
0001498969
0001612189
0001231348
0001317737
0001245845
0001069419
0001186013
0001599705
0001069416
0001762894
0001742150
0001537460
0001239447
0001489900
0001277750
0001108105
0001338266
0001555805
0001244365
0001045211
0001577578
0001069417
0001570595
0001069418
0001253573
0001226592
0001730718
0001182615
0001074723
0001061735
0001127143
0001583383
0001206983
0001206967
0001515018
0001189303
0001234329
0001736373
0001117451
0001018913
0001742492
0001380736
0001335442
0001683438
0001493286
0001067710
0000791014
0001520002
0001060066
0001404141
0001657848
0001300766
0001658876
0001286558
0001286559
0001198196
0001286550
0000920944
0001198197
0001198198
0001286551
0001198199
0001198200
0001446232
0001543815
0001463178
0001575394
0001404159
0001404160
0001557914
0001192637
0001180916
0001226466
0001703637
0001296894
0001341068
0001316787
0001464801
0001490146
0001038805
0001115228
0001383687
0001806772
0001759348
0001109536
0001732109
0001168288
0001168291
0001384960
0001164241
0001113029
0001684046
0001304138
0001417279
0001624061
0001276424
0001760401
0001385115
0001714423
0001419794
0001621137
0001714845
0001760331
0001227372
0001690184
0001492259
0001785028
0001207163
0001599941
0001121796
0001081253
0001675487
0001698607
0001583092
0001301957
0001757178
0001243573
0001743021
0001452871
0001232163
0001182265
0000927627
0001778440
0001757523
0001757498
0001568929
0001781832
0001282777
0001356215
0001323872
0000847466
0001363243
0001040410
0001553603
0001060558
0001708790
0001798119
0000839688
0001245613
0001274129
0001164290
0001759094
0001396440
0001415394
0001759092
0001408429
0001479982
0001512118
0001492909
0001531262
0001595787
0001595786
0001595784
0001595778
0001734404
0001737960
0001688328
0001406653
0001513729
0001507161
0001498406
0001572254
0001387463
0001195334
0001656334
0001820572
0001833097
0001791089
0000061597
0001508109
0001235127
0001696539
0001408428
0001408431
0001494930
0001046206
0001285028
0001487319
0001513211
0001527628
0001083486
0001608805
0001099777
0001304526
0001650714
0001578025
0001284967
0001196744
0001504080
0001790823
0001706568
0001453187
0001339911
0001046581
0001076102
0001349224
0001222497
0001489805
0001530314
0001069334
0001446071
0001474954
0001683320
0001172684
0001751779
0001677474
0001830501
0001334320
0001651161
0001224229
0001773847
0001550107
0001341400
0001178297
0001288204
0001231609
0001214772
0000061611
0001443370
0001326480
0000779156
0001497000
0001745469
0001066683
0000061617
0001578322
0001315983
0001452868
0001144856
0001633936
0001468061
0001085568
0001645743
0001412618
0001698653
0001505064
0001722382
0001202858
