CIK
0001520883
0001074829
0001396596
0001027817
0001531195
0001821185
0001079352
0001371226
0001329613
0001412777
0001190338
0000909103
0000008154
0000851064
0000882301
0001093140
0001769642
0001677248
0001320005
0001048447
0000770809
0001550552
0001578183
0000008155
0001500965
0001671305
0001678324
0001448445
0001669552
0001483904
0001536825
0001176091
0001584727
0001797177
0001674217
0001784208
0000861793
0000915250
0001044189
0001635861
0001777227
0001437775
0001288212
0001429988
0001381423
0000949438
0001001742
0001457084
0001380748
0001277888
0000820479
0001634043
0001703578
0001759265
0001311186
0001193036
0001585487
0001574587
0001634125
0001460958
0000916935
0001537041
0001044173
0001044174
0001044175
0001819510
0001828115
0001819723
0001087790
0001334504
0001162642
0001441966
0001382199
0001410338
0000912609
0001382667
0001282360
0001690345
0001578349
0001289791
0001289792
0001289789
0001289786
0001289794
0001406436
0001388026
0001537042
0001070410
0001062594
0001534036
0001020141
0001071173
0001020827
0001051682
0000730408
0001803909
0001447524
0001138120
0001668639
0001228786
0001527750
0000904020
0001473072
0001269977
0001284077
0001304470
0001224192
0001620628
0000821069
0001825589
0001299038
0001822378
0001717313
0001051676
0001098265
0001619747
0001751186
0001751187
0001751188
0001521795
0001067932
0001269509
0001269506
0001269505
0001769628
0001663766
0001592152
0001052773
0001404885
0001562455
0001624176
0001173706
0000806393
0001807702
0001450417
0001334192
0001176462
0001366013
0001366012
0001365711
0001370339
0001642423
0001833026
0001051665
0000786618
0001294098
0001294086
0001294105
0001051678
0001051677
0001294113
0001051669
0001294112
0001035423
0001829827
0001021921
0001170098
0000898930
0001351458
0001637137
0000884537
0001049211
0001716934
0001385796
0001582001
0001058806
0001733780
0001475654
0001041393
0001558923
0001428301
0000771934
0001763784
0001142831
0001679864
0001288780
0001070537
0001051646
0001536941
0001537043
0000831612
0001085991
0000318958
0001202707
0001779346
0001025990
0001419345
0001063296
0001187166
0001251902
0001277807
0001624284
0001172095
0001101582
0001469840
0001263821
0001312526
0001020172
0001438986
0001766778
0001669112
0001514161
0001540068
0001232563
0001766118
0001726337
0001829026
0001751132
0001638191
0001670642
0001681599
0001570954
0001590123
0001610955
0001490929
0001527832
0001527899
0001555028
0001567740
0001794881
0001760550
0001703840
0001548494
0001797627
0001300062
0001277808
0001444033
0001445311
0001051662
0001294114
0001051670
0001294111
0001294108
0001642373
0001815468
0001816672
0001815465
0001815463
0001413702
0001537044
0001529696
0001140496
0001702146
0001266345
0001293417
0001537117
0001536942
0001537116
0001536943
0001523788
0001536944
0001536945
0001536946
0001537093
0001293765
0001657857
0001540070
0001461854
0001381458
0001074830
0001294110
0000948975
0001309861
0001661344
0001142833
0001629463
0001537102
0000890086
0001212326
0001258461
0001307812
0001530081
0000775483
0001668642
0001833008
0001461784
0001540071
0000311147
0001769257
0001102743
0001762149
0001794903
0001797625
0001419200
0001406004
0001477342
0000702720
0001763634
0001817750
0001313730
0001645527
0001437310
0001441964
0001010936
0001432875
0001513551
0001665150
0001764731
0001566921
0001832999
0001483463
0001037725
0001608118
0001294103
0001298089
0001572707
0001177779
0000799117
0001607902
0001344275
0001476335
0001298088
0001344840
0001316811
0001531467
0001202644
0001236853
0001708001
0001566220
0001503075
0001523956
0001378961
0001378960
0001485867
0001106404
0001626587
0000929189
0001797626
0001762153
0001406550
0001676711
0001669806
0001620221
0001703904
0001309862
0001599799
0001584295
0001559911
0001309863
0001309864
0001661363
0001376384
0001769271
0001628237
0001789638
0001795625
0001579257
0001717026
0001745866
0001047760
0000812805
0001042629
0001044782
0001138361
0001122643
0001371212
0001066693
0001437465
0001277030
0001277113
0001432482
0001071293
0001415369
0001706682
0001644804
0001511392
0001496226
0000811828
0000830991
0001219159
0001315593
0001033334
0000008286
0001353799
0000796701
0001548246
0001132233
0000705618
0001629663
0001766599
0001775307
0001465159
0001216642
0001488169
0001523283
0001413609
0001283796
0001361298
0001509956
0000916950
0001553662
0001084703
0001084704
0001084705
0000941552
0001378305
0001172431
0001230397
0001295165
0001327071
0001374984
0001374986
0001172432
0001327072
0001169882
0001175314
0001242605
0001223590
0001327073
0001336219
0001422736
0001359453
0001080162
0000830144
0001803733
0001580384
0001726529
0001077128
0001326641
0001388168
0001434165
0001379702
0001271429
0001757755
0001765332
0001351190
0001704283
0001704281
0001704282
0000823901
0001277533
0001451156
0001277534
0001354608
0001207186
0001386834
0001207178
0001595031
0001735433
0001765314
0001593630
0001735434
0001478604
0001315654
0001108289
0001406886
0001471577
0000008299
0001575721
0001473989
0000799984
0000748954
0001400219
0001040613
0000008302
0001824502
0001829961
0001603841
0001471987
0001566963
0001643681
0001681781
0001137809
0001546134
0001318643
0001428932
0001088451
0000948948
0000927804
0001020215
0001042413
0001067662
0000205055
0001514688
0001445514
0001381876
0001422731
0001422734
0001428933
0001368802
0001801192
0001445515
0001667500
0001426894
0001509211
0000855351
0001127369
0001280622
0001333554
0001455582
0001677188
0001623885
0001699605
0001671171
0000836738
0001827072
0001831120
0001818905
0001510640
0001439225
0001594130
0001467422
0001529145
0001422733
0001649099
0001019588
0001377457
0001373876
0001373875
0001377458
0001711753
0001670067
0001680452
0001578650
0001476629
0001455332
0001780572
0001693816
0001137338
0001650034
0001660386
0001140039
0001779543
0001773029
0001748170
0001390272
0001813513
0001544193
0001544192
0001426895
0001465560
0001437019
0001031877
0001412996
0001595501
0001704393
0001403309
0001704280
0001552105
0001671429
0001790561
0001544063
0001534048
0001544961
0001560016
0001461538
0001651380
0001259029
0001320941
0001585707
0001656180
0001803989
0001084695
0001377459
0001418626
0001832572
0001691062
0001776883
0001624750
0001542505
0001406885
0001198634
0001422735
0001667891
0001790787
0001384139
0001202599
0001424547
0001658647
0001413145
0000824828
0001011974
0001398983
0001357990
0001531802
0001617708
0001359452
0001347219
0001450602
0001561581
0001337544
0001337502
0001536961
0001536962
0001337500
0001337503
0001337504
0001450601
0001096225
0001818297
0001179461
0001757885
0001751159
0001814234
0001800369
0001597951
0001738700
0001090167
0001475363
0001546092
0001287922
0001088664
0001399543
0001399540
0001433834
0001479590
0001479592
0001479591
0001479593
0001515415
0001531849
0001542471
0001570597
0001602518
0001363252
0001422921
0001773858
0001587193
0001569058
0001721018
0001582587
0000821495
0001317162
0001585284
0001788268
0001390627
0001541347
0001576506
0001355689
0001515198
0001680032
0001700145
0001751924
0001802512
0001802017
0000008345
0001346706
0001716828
0001348869
0001342979
0001513047
0001531881
0001518265
0001803931
0001803930
0001480937
0001093636
0001288625
0001422550
0001603908
0001025553
0001485105
0001167578
0001122514
0001796552
0001720003
0001402254
0001603018
0001767432
0001133761
0001300580
0001671208
0001671207
0001780065
0001780066
0001133805
0001292360
0001292359
0001377725
0001377726
0001451624
0001451625
0001742766
0001742765
0001780068
0001780067
0001133763
0001300581
0001133807
0001143182
0001030571
0001027840
0001300669
0001671219
0000938642
0001106910
0001292358
0001136148
0001346450
0001451626
0001628098
0001708269
0001812049
0001759241
0001300582
0001133758
0001133790
0001574402
0001185062
0001714226
0001622434
0000934033
0001513321
0001289956
0001659399
0001612179
0001575510
0001542400
0001813390
0001813773
0001651985
0001597342
0001126217
0001487273
0001181066
0001473325
0001722969
0001649116
0001651771
0001560215
0001195417
0001215102
0001168949
0001355480
0001418614
0001180488
0001791423
0001040199
0001435574
0001439530
0001499893
0001425612
0001483216
0001338272
0001425607
0001474382
0001456876
0001618375
0001264273
0001405742
0001227334
0001445095
0001832439
0001728057
0001716903
0001731076
0001584605
0001020676
0001231944
0001647390
0001822403
0001742512
0001127062
0000810922
0001098329
0001270683
0001434090
0001158063
0001631590
0001475048
0001474769
0001823084
0001772966
0001385619
0001066206
0001282909
0001347304
0001352732
0001394112
0001433049
0001455359
0001509617
0001220596
0001685374
0001566259
0001764021
0001341692
0001563569
0001738902
0001825186
0001741567
0001297334
0001741621
0001721368
0001771085
0001332312
0001825959
0001123353
0001417259
0001814779
0001427329
0001587544
0000916298
0001744958
0001701508
0001689453
0001120972
0001792058
0001716542
0001794371
0001460597
0001784627
0001390456
0001694184
0001557827
0001743117
0001788475
0001372308
0001759373
0001560551
0001652865
0001762726
0001488603
0001459867
0001723399
0001480337
0001635207
0001658087
0001542960
0001726615
0001449266
0001764866
0001683247
0001774157
0001683377
0001736153
0001692809
0001095447
0001510901
0001342716
0001311865
0001508370
0001725812
0001267673
0001453222
0001439353
0001405943
0001014647
0001747973
0001762459
0001158529
0001538682
0001465832
0001715952
0001594992
0001718760
0001716776
0001593453
0000893855
0001621688
0001266980
0001428131
0001585783
0001533249
0001550186
0001674777
0001550185
0001777465
0001777228
0001777813
0001793277
0001795440
0001795442
0001812522
0001816575
0001820781
0001824173
0001793434
0001812523
0001816568
0001820644
0001825902
0001143407
0001254706
0001405582
0001475496
0001468093
0001468085
0001635978
0001016168
0001502764
0001535865
0001317981
0001393685
0001798203
0001777819
0000920984
0001241451
0001141565
0001734892
0001670487
0001084506
0001376992
0001120942
0001178214
0001041909
0001383728
0001458912
0001029336
0001036538
0001263909
0001090497
0001090484
0001029582
0001029583
0001029580
0001090495
0001029584
0001771445
0001286301
0001283917
0001724375
0001741402
0001731140
0001759041
0001789819
0001814267
0001705474
0001430898
0001041908
0001159880
0001173761
0001127630
0001776157
0001582296
0001263908
0001263911
0001090492
0001759048
0001759064
0001577007
0001075712
0000831532
0000809875
0001440505
0001582063
0001679805
0001490743
0001299378
0001367984
