FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
4,/Archives/edgar/data/310764/000031076421000138/0000310764-21-000138.txt,0000310764-21-000138.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000137/0000310764-21-000137.txt,0000310764-21-000137.txt,TRUE,TRUE
3,/Archives/edgar/data/310764/000031076421000136/0000310764-21-000136.txt,0000310764-21-000136.txt,TRUE,TRUE
3,/Archives/edgar/data/310764/000031076421000134/0000310764-21-000134.txt,0000310764-21-000134.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000125/0000310764-21-000125.txt,0000310764-21-000125.txt,TRUE,TRUE
8-K,/Archives/edgar/data/310764/000031076421000123/0000310764-21-000123.txt,0000310764-21-000123.txt,FALSE,FALSE
4,/Archives/edgar/data/310764/000031076421000119/0000310764-21-000119.txt,0000310764-21-000119.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000117/0000310764-21-000117.txt,0000310764-21-000117.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000115/0000310764-21-000115.txt,0000310764-21-000115.txt,TRUE,TRUE
IRANNOTICE,/Archives/edgar/data/310764/000031076421000113/0000310764-21-000113.txt,0000310764-21-000113.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/310764/000031076421000111/0000310764-21-000111.txt,0000310764-21-000111.txt,FALSE,FALSE
8-K,/Archives/edgar/data/310764/000031076421000108/0000310764-21-000108.txt,0000310764-21-000108.txt,FALSE,FALSE
SD,/Archives/edgar/data/310764/000031076421000101/0000310764-21-000101.txt,0000310764-21-000101.txt,FALSE,FALSE
8-K,/Archives/edgar/data/310764/000031076421000098/0000310764-21-000098.txt,0000310764-21-000098.txt,FALSE,FALSE
4,/Archives/edgar/data/310764/000031076421000093/0000310764-21-000093.txt,0000310764-21-000093.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000092/0000310764-21-000092.txt,0000310764-21-000092.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000089/0000310764-21-000089.txt,0000310764-21-000089.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000088/0000310764-21-000088.txt,0000310764-21-000088.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000087/0000310764-21-000087.txt,0000310764-21-000087.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000086/0000310764-21-000086.txt,0000310764-21-000086.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000085/0000310764-21-000085.txt,0000310764-21-000085.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000084/0000310764-21-000084.txt,0000310764-21-000084.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000083/0000310764-21-000083.txt,0000310764-21-000083.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000082/0000310764-21-000082.txt,0000310764-21-000082.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000081/0000310764-21-000081.txt,0000310764-21-000081.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000080/0000310764-21-000080.txt,0000310764-21-000080.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000079/0000310764-21-000079.txt,0000310764-21-000079.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000078/0000310764-21-000078.txt,0000310764-21-000078.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000077/0000310764-21-000077.txt,0000310764-21-000077.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000076/0000310764-21-000076.txt,0000310764-21-000076.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000075/0000310764-21-000075.txt,0000310764-21-000075.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000074/0000310764-21-000074.txt,0000310764-21-000074.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000073/0000310764-21-000073.txt,0000310764-21-000073.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000071/0000310764-21-000071.txt,0000310764-21-000071.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000069/0000310764-21-000069.txt,0000310764-21-000069.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000067/0000310764-21-000067.txt,0000310764-21-000067.txt,TRUE,TRUE
10-Q,/Archives/edgar/data/310764/000031076421000065/0000310764-21-000065.txt,0000310764-21-000065.txt,FALSE,FALSE
8-K,/Archives/edgar/data/310764/000031076421000062/0000310764-21-000062.txt,0000310764-21-000062.txt,FALSE,FALSE
4,/Archives/edgar/data/310764/000031076421000056/0000310764-21-000056.txt,0000310764-21-000056.txt,TRUE,TRUE
4,/Archives/edgar/data/310764/000031076421000054/0000310764-21-000054.txt,0000310764-21-000054.txt,TRUE,TRUE
