Year,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Operating Cash Flow,"1,282,923,000","1,642,451,000","2,743,351,000","1,578,495,000","434,680,000","439,763,000","451,468,000","620,956,000","5,747,000","-10,874,000","600,702,000","1,642,473,000"
Captial Expenditure,"841,331,000","643,115,000","2,961,932,000","1,414,040,000","1,167,702,000","247,863,000","381,266,000","559,573,000","859,000",0,"405,003,000","575,588,000"
Cashflow from Investing,"-826,880,000","-645,783,000","-2,966,366,000","-1,416,511,000","-1,175,871,000","-305,744,000","-375,728,000","-561,317,000","-1,557,000",0,"-405,003,000","-575,401,000"
Cash Flow from Financing,"-483,510,000","-1,020,905,000","142,736,000","-287,863,000","920,349,000","-48,364,000","-137,458,000","-5,641,000","7,581,000","-51,421,000","-205,960,000","-1,159,037,000"
Net Change,"-27,467,000","-24,237,000","-80,279,000","-125,879,000","179,158,000","85,655,000","-61,718,000","53,998,000","11,771,000","-62,295,000","-10,261,000","-91,965,000"
Opening Cash,"98,485,000","122,722,000","203,001,000","328,880,000","149,722,000","64,067,000","125,785,000","71,787,000","60,016,000","122,311,000","132,572,000","224,537,000"
Closing Cash,"71,018,000","98,485,000","122,722,000","203,001,000","328,880,000","149,722,000","64,067,000","125,785,000","71,787,000","60,016,000","122,311,000","132,572,000"
FCFF,"441,592,000","999,336,000","-218,581,000","164,455,000","-733,022,000","191,900,000","70,202,000","61,383,000","4,888,000","-10,874,000","195,699,000","1,066,885,000"
FCFE,"-41,918,000","-21,569,000","-75,845,000","-123,408,000","187,327,000","143,536,000","-67,256,000","55,742,000","12,469,000","-62,295,000","-10,261,000","-92,152,000"
