FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
4,/Archives/edgar/data/798354/000120919121060713/0001209191-21-060713.txt,0001209191-21-060713.txt,TRUE,TRUE
SC 13D/A,/Archives/edgar/data/798354/000114036121034635/0001140361-21-034635.txt,0001140361-21-034635.txt,FALSE,FALSE
4,/Archives/edgar/data/798354/000120919121058460/0001209191-21-058460.txt,0001209191-21-058460.txt,TRUE,TRUE
4,/Archives/edgar/data/798354/000120919121058457/0001209191-21-058457.txt,0001209191-21-058457.txt,TRUE,TRUE
4,/Archives/edgar/data/798354/000120919121058456/0001209191-21-058456.txt,0001209191-21-058456.txt,TRUE,TRUE
4,/Archives/edgar/data/798354/000120919121058452/0001209191-21-058452.txt,0001209191-21-058452.txt,TRUE,TRUE
4,/Archives/edgar/data/798354/000120919121058449/0001209191-21-058449.txt,0001209191-21-058449.txt,TRUE,TRUE
4,/Archives/edgar/data/798354/000120919121058445/0001209191-21-058445.txt,0001209191-21-058445.txt,TRUE,TRUE
4,/Archives/edgar/data/798354/000120919121056621/0001209191-21-056621.txt,0001209191-21-056621.txt,TRUE,TRUE
4,/Archives/edgar/data/798354/000120919121054428/0001209191-21-054428.txt,0001209191-21-054428.txt,TRUE,TRUE
4,/Archives/edgar/data/798354/000120919121052959/0001209191-21-052959.txt,0001209191-21-052959.txt,TRUE,TRUE
4,/Archives/edgar/data/798354/000120919121051843/0001209191-21-051843.txt,0001209191-21-051843.txt,TRUE,TRUE
4,/Archives/edgar/data/798354/000120919121051839/0001209191-21-051839.txt,0001209191-21-051839.txt,TRUE,TRUE
4,/Archives/edgar/data/798354/000120919121051108/0001209191-21-051108.txt,0001209191-21-051108.txt,TRUE,TRUE
8-K,/Archives/edgar/data/798354/000119312521244723/0001193125-21-244723.txt,0001193125-21-244723.txt,FALSE,FALSE
SC 13D/A,/Archives/edgar/data/798354/000114036121027382/0001140361-21-027382.txt,0001140361-21-027382.txt,FALSE,FALSE
4,/Archives/edgar/data/798354/000120919121048795/0001209191-21-048795.txt,0001209191-21-048795.txt,TRUE,TRUE
S-3ASR,/Archives/edgar/data/798354/000119312521228222/0001193125-21-228222.txt,0001193125-21-228222.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/798354/000079835421000014/0000798354-21-000014.txt,0000798354-21-000014.txt,FALSE,FALSE
