FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
8-K,/Archives/edgar/data/753308/000075330821000164/0000753308-21-000164.txt,0000753308-21-000164.txt,FALSE,FALSE
4,/Archives/edgar/data/753308/000075330821000161/0000753308-21-000161.txt,0000753308-21-000161.txt,TRUE,TRUE
4,/Archives/edgar/data/753308/000075330821000159/0000753308-21-000159.txt,0000753308-21-000159.txt,TRUE,TRUE
4,/Archives/edgar/data/753308/000075330821000157/0000753308-21-000157.txt,0000753308-21-000157.txt,TRUE,TRUE
4,/Archives/edgar/data/753308/000075330821000154/0000753308-21-000154.txt,0000753308-21-000154.txt,TRUE,TRUE
8-K,/Archives/edgar/data/753308/000075330821000152/0000753308-21-000152.txt,0000753308-21-000152.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/753308/000075330821000148/0000753308-21-000148.txt,0000753308-21-000148.txt,FALSE,FALSE
4,/Archives/edgar/data/753308/000075330821000145/0000753308-21-000145.txt,0000753308-21-000145.txt,TRUE,TRUE
8-K,/Archives/edgar/data/753308/000075330821000143/0000753308-21-000143.txt,0000753308-21-000143.txt,FALSE,FALSE
8-K,/Archives/edgar/data/753308/000075330821000140/0000753308-21-000140.txt,0000753308-21-000140.txt,FALSE,FALSE
4,/Archives/edgar/data/753308/000075330821000137/0000753308-21-000137.txt,0000753308-21-000137.txt,TRUE,TRUE
11-K,/Archives/edgar/data/753308/000119312521202356/0001193125-21-202356.txt,0001193125-21-202356.txt,FALSE,FALSE
3,/Archives/edgar/data/753308/000075330821000135/0000753308-21-000135.txt,0000753308-21-000135.txt,TRUE,TRUE
S-8,/Archives/edgar/data/753308/000119312521192145/0001193125-21-192145.txt,0001193125-21-192145.txt,FALSE,FALSE
4,/Archives/edgar/data/753308/000075330821000133/0000753308-21-000133.txt,0000753308-21-000133.txt,TRUE,TRUE
4,/Archives/edgar/data/753308/000075330821000131/0000753308-21-000131.txt,0000753308-21-000131.txt,TRUE,TRUE
4,/Archives/edgar/data/753308/000075330821000129/0000753308-21-000129.txt,0000753308-21-000129.txt,TRUE,TRUE
8-K,/Archives/edgar/data/753308/000075330821000127/0000753308-21-000127.txt,0000753308-21-000127.txt,FALSE,FALSE
8-K,/Archives/edgar/data/753308/000075330821000124/0000753308-21-000124.txt,0000753308-21-000124.txt,FALSE,FALSE
424B2,/Archives/edgar/data/753308/000110465921076422/0001104659-21-076422.txt,0001104659-21-076422.txt,FALSE,FALSE
FWP,/Archives/edgar/data/753308/000110465921075870/0001104659-21-075870.txt,0001104659-21-075870.txt,FALSE,FALSE
424B5,/Archives/edgar/data/753308/000110465921075470/0001104659-21-075470.txt,0001104659-21-075470.txt,FALSE,FALSE
8-K,/Archives/edgar/data/753308/000075330821000122/0000753308-21-000122.txt,0000753308-21-000122.txt,FALSE,FALSE
4,/Archives/edgar/data/753308/000075330821000119/0000753308-21-000119.txt,0000753308-21-000119.txt,TRUE,TRUE
4,/Archives/edgar/data/753308/000075330821000117/0000753308-21-000117.txt,0000753308-21-000117.txt,TRUE,TRUE
4,/Archives/edgar/data/753308/000075330821000115/0000753308-21-000115.txt,0000753308-21-000115.txt,TRUE,TRUE
4,/Archives/edgar/data/753308/000075330821000113/0000753308-21-000113.txt,0000753308-21-000113.txt,TRUE,TRUE
8-K,/Archives/edgar/data/753308/000075330821000111/0000753308-21-000111.txt,0000753308-21-000111.txt,FALSE,FALSE
DEFA14A,/Archives/edgar/data/753308/000119312521154539/0001193125-21-154539.txt,0001193125-21-154539.txt,FALSE,FALSE
PX14A6G,/Archives/edgar/data/753308/000138713121004941/0001387131-21-004941.txt,0001387131-21-004941.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/753308/000075330821000108/0000753308-21-000108.txt,0000753308-21-000108.txt,FALSE,FALSE
8-K,/Archives/edgar/data/753308/000075330821000106/0000753308-21-000106.txt,0000753308-21-000106.txt,FALSE,FALSE
4,/Archives/edgar/data/753308/000075330821000104/0000753308-21-000104.txt,0000753308-21-000104.txt,TRUE,TRUE
4,/Archives/edgar/data/753308/000075330821000102/0000753308-21-000102.txt,0000753308-21-000102.txt,TRUE,TRUE
DEFA14A,/Archives/edgar/data/753308/000119312521111406/0001193125-21-111406.txt,0001193125-21-111406.txt,FALSE,FALSE
4,/Archives/edgar/data/753308/000075330821000099/0000753308-21-000099.txt,0000753308-21-000099.txt,TRUE,TRUE
4,/Archives/edgar/data/753308/000075330821000096/0000753308-21-000096.txt,0000753308-21-000096.txt,TRUE,TRUE
4,/Archives/edgar/data/753308/000075330821000093/0000753308-21-000093.txt,0000753308-21-000093.txt,TRUE,TRUE
