FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
8-K,/Archives/edgar/data/10795/000001079521000073/0000010795-21-000073.txt,0000010795-21-000073.txt,FALSE,FALSE
8-K,/Archives/edgar/data/10795/000114036121032587/0001140361-21-032587.txt,0001140361-21-032587.txt,FALSE,FALSE
4,/Archives/edgar/data/10795/000154340721000041/0001543407-21-000041.txt,0001543407-21-000041.txt,TRUE,TRUE
4,/Archives/edgar/data/10795/000154340721000040/0001543407-21-000040.txt,0001543407-21-000040.txt,TRUE,TRUE
4,/Archives/edgar/data/10795/000154340721000039/0001543407-21-000039.txt,0001543407-21-000039.txt,TRUE,TRUE
4,/Archives/edgar/data/10795/000154340721000038/0001543407-21-000038.txt,0001543407-21-000038.txt,TRUE,TRUE
4,/Archives/edgar/data/10795/000154340721000037/0001543407-21-000037.txt,0001543407-21-000037.txt,TRUE,TRUE
4,/Archives/edgar/data/10795/000154340721000036/0001543407-21-000036.txt,0001543407-21-000036.txt,TRUE,TRUE
3,/Archives/edgar/data/10795/000154340721000035/0001543407-21-000035.txt,0001543407-21-000035.txt,TRUE,TRUE
4,/Archives/edgar/data/10795/000154340721000034/0001543407-21-000034.txt,0001543407-21-000034.txt,TRUE,TRUE
4,/Archives/edgar/data/10795/000154340721000033/0001543407-21-000033.txt,0001543407-21-000033.txt,TRUE,TRUE
4,/Archives/edgar/data/10795/000154340721000032/0001543407-21-000032.txt,0001543407-21-000032.txt,TRUE,TRUE
8-K/A,/Archives/edgar/data/10795/000001079521000066/0000010795-21-000066.txt,0000010795-21-000066.txt,FALSE,FALSE
CERT,/Archives/edgar/data/10795/000087666121001219/0000876661-21-001219.txt,0000876661-21-001219.txt,FALSE,FALSE
8-K,/Archives/edgar/data/10795/000114036121028901/0001140361-21-028901.txt,0001140361-21-028901.txt,FALSE,FALSE
4,/Archives/edgar/data/10795/000154340721000031/0001543407-21-000031.txt,0001543407-21-000031.txt,TRUE,TRUE
4,/Archives/edgar/data/10795/000154340721000030/0001543407-21-000030.txt,0001543407-21-000030.txt,TRUE,TRUE
