Year,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Operating Cash Flow,"684,612,000","-62,720,000","-1,589,749,000","211,854,000","1,071,615,000","-203,576,000","2,211,423,000","715,044,000","-1,079,975,000","898,273,000","45,112,000","-371,150,000"
Captial Expenditure,"34,541,000","97,737,000","-33,659,000","-62,973,000","-5,894,000","77,335,000","220,831,000","368,415,000","-1,487,284,000","10,115,000","165,276,000","1,183,579,000"
Cashflow from Investing,"-34,078,000","-293,859,000","43,337,000","417,687,000","394,002,000","685,854,000","-173,891,000","-319,857,000","1,608,954,000","532,475,000","-113,190,000","-1,410,977,000"
Cash Flow from Financing,"-595,103,000","379,595,000","1,533,027,000","-2,139,357,000","-32,153,000","-487,655,000","-2,006,764,000","-444,755,000","-443,324,000","-1,421,742,000","-253,808,000","1,635,280,000"
Net Change,"55,431,000","23,016,000","-13,385,000","-1,509,816,000","1,433,464,000","-5,377,000","30,768,000","-49,568,000","85,655,000","9,006,000","-321,886,000","-146,847,000"
Opening Cash,"28,271,000","5,255,000","18,640,000","1,528,456,000","94,992,000","100,369,000","69,601,000","119,169,000","33,514,000","24,508,000","346,394,000","493,241,000"
Closing Cash,"83,702,000","28,271,000","5,255,000","18,640,000","1,528,456,000","94,992,000","100,369,000","69,601,000","119,169,000","33,514,000","24,508,000","346,394,000"
FCFF,"650,071,000","-160,457,000","-1,556,090,000","274,827,000","1,077,509,000","-280,911,000","1,990,592,000","346,629,000","407,309,000","888,158,000","-120,164,000","-1,554,729,000"
FCFE,"54,968,000","219,138,000","-23,063,000","-1,864,530,000","1,045,356,000","-768,566,000","-16,172,000","-98,126,000","-36,015,000","-533,584,000","-373,972,000","80,551,000"
