Year,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Operating Cash Flow,"-630,776,000","-656,423,000","-1,071,572,000","52,178,000","19,073,000","-70,771,000","-26,765,000","-62,130,000","-109,536,000","-103,192,000","28,734,000","-99,709,000"
Captial Expenditure,"319,911,000","485,718,000","-1,861,767,000","300,647,000","-20,667,000","6,809,000","34,687,000","20,335,000","13,834,000","4,283,000","11,872,000","43,026,000"
Cashflow from Investing,"-209,911,000","483,319,000","1,861,767,000","-326,641,000","36,167,000","-409,000","-47,606,000","-65,316,000","-13,834,000","-4,283,000","-11,872,000","-36,226,000"
Cash Flow from Financing,"899,877,000","-640,768,000","-199,673,000","415,692,000","-75,610,000","171,000","-81,042,000","-67,042,000","-21,977,000","-21,082,000","-45,576,000","-17,954,000"
Net Change,"59,190,000","-813,872,000","590,522,000","141,229,000","-20,370,000","-71,009,000","-155,413,000","-194,488,000","-145,347,000","-128,557,000","-28,714,000","-153,889,000"
Opening Cash,"-1,439,206,000","-625,334,000","-1,215,856,000","-951,877,000","-1,225,058,000","-1,154,049,000","-998,636,000","-804,148,000","-658,801,000","-530,244,000","-501,530,000","-347,641,000"
Closing Cash,"-1,380,016,000","-1,439,206,000","-625,334,000","-810,648,000","-1,245,428,000","-1,225,058,000","-1,154,049,000","-998,636,000","-804,148,000","-658,801,000","-530,244,000","-501,530,000"
FCFF,"-950,687,000","-1,142,141,000","790,195,000","-248,469,000","39,740,000","-77,580,000","-61,452,000","-82,465,000","-123,370,000","-107,475,000","16,862,000","-142,735,000"
FCFE,"-50,810,000","-1,782,909,000","590,522,000","167,223,000","-35,870,000","-77,409,000","-142,494,000","-149,507,000","-145,347,000","-128,557,000","-28,714,000","-160,689,000"
