FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
8-K,/Archives/edgar/data/1089819/000108981921000030/0001089819-21-000030.txt,0001089819-21-000030.txt,FALSE,FALSE
8-K,/Archives/edgar/data/1089819/000108981921000028/0001089819-21-000028.txt,0001089819-21-000028.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/1089819/000108981921000025/0001089819-21-000025.txt,0001089819-21-000025.txt,FALSE,FALSE
8-K,/Archives/edgar/data/1089819/000108981921000023/0001089819-21-000023.txt,0001089819-21-000023.txt,FALSE,FALSE
8-K,/Archives/edgar/data/1089819/000108981921000020/0001089819-21-000020.txt,0001089819-21-000020.txt,FALSE,FALSE
8-K,/Archives/edgar/data/1089819/000108981921000018/0001089819-21-000018.txt,0001089819-21-000018.txt,FALSE,FALSE
8-K,/Archives/edgar/data/1089819/000108981921000017/0001089819-21-000017.txt,0001089819-21-000017.txt,FALSE,FALSE
8-K,/Archives/edgar/data/1089819/000108981921000011/0001089819-21-000011.txt,0001089819-21-000011.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/1089819/000108981921000008/0001089819-21-000008.txt,0001089819-21-000008.txt,FALSE,FALSE
15-15D,/Archives/edgar/data/1089819/000108981921000005/0001089819-21-000005.txt,0001089819-21-000005.txt,FALSE,FALSE
