Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Fixed Assets,"19,573,804,149","12,758,702,112","10,954,646,069","10,396,249,287","7,978,134,510","4,372,072,916","3,842,814,891","2,919,481,009","2,654,875,863","2,375,674,778","1,909,359,593","1,679,601,472","1,380,468,629"
Investments,"5,476,303,873","3,212,049,382","3,560,461,082","3,925,677,319","4,309,885,639","3,178,355,067","1,315,371,870","1,239,701,221","1,109,141,617","1,053,199,934","941,229,894","914,193,327","1,108,526,838"
Cash in Hand and Bank,"51,195,200","32,394,264","51,160,091","32,655,755","60,140,043","29,092,389","23,598,944","29,397,123","24,207,640","21,597,690","59,411,636","51,141,901","28,449,904"
Stores and Spares,"351,847,225","278,975,893","195,891,564","169,495,028","152,434,952","84,765,314","71,759,076","65,992,659","54,239,339","42,450,083","38,662,490","38,806,662","37,864,529"
Stock in Trade,"6,251,658,329","5,111,616,128","4,969,540,620","4,863,525,805","5,749,920,212","5,196,389,762","4,998,983,520","4,667,565,495","4,387,231,734","3,896,776,499","2,704,680,792","2,161,761,006","1,587,064,975"
Trade Debts,"3,344,985,089","2,746,331,968","1,566,186,261","1,442,852,765","1,181,827,121","778,548,491","889,717,175","477,260,242","577,700,749","450,406,878","391,152,537","454,376,224","342,611,780"
Current Assets,"12,565,528,049","10,863,987,406","8,518,022,880","7,883,443,103","8,296,453,144","6,677,851,919","6,388,076,145","5,476,861,187","5,290,027,567","4,867,118,187","3,626,033,686","3,046,542,683","2,228,353,361"
Quick Assets,"5,962,022,495","5,473,395,385","3,352,590,696","2,850,422,270","2,394,097,980","1,396,696,843","1,317,333,549","743,303,033","848,556,494","927,891,605","882,690,404","845,975,015","603,423,857"
Total Assets,"37,507,934,862","26,964,495,534","23,072,448,670","22,238,728,124","20,603,574,770","14,275,967,685","11,599,051,153","9,663,509,960","9,096,866,753","8,332,011,461","6,484,912,975","5,651,053,541","4,654,825,877"
Interest Bearing Long Term Liability,"3,604,697,909","6,288,703,669","5,134,425,721","6,692,971,121","4,494,854,529","2,820,890,850","1,872,097,783","1,093,707,956","804,190,920","1,160,724,388","1,118,045,154","1,241,015,681","1,219,395,295"
Non Interest Bearing Long Term Liability,0,"902,151,770","902,151,770","902,151,770","902,151,770","602,151,770","352,151,770","375,935,497","427,527,214","352,151,770",0,"680,000,000","555,000,000"
Interest Bearing Short Term Liability,"7,852,435,769","8,313,286,939","6,719,853,600","5,941,778,407","6,633,394,054","5,179,830,429","4,855,611,706","4,042,071,286","4,228,712,979","3,366,037,670","2,573,313,362","2,187,506,440","1,522,630,207"
* Non Interest Bearing Short Term Liability,"3,632,451,255","2,256,910,866","1,526,054,309","1,131,712,377","1,664,213,155","913,244,145","617,560,199","648,188,935","831,085,800","1,130,465,585","793,976,360","636,730,218","552,039,455"
Trades Payables,"3,436,484,784","2,051,217,937","1,424,613,356","1,038,113,662","1,583,216,525","820,336,751","508,752,407","535,953,378","712,089,200","1,034,996,890","722,534,137","636,730,218","552,039,455"
Total Current Liabilities,"11,933,946,317","10,766,730,877","8,385,035,686","7,158,570,378","8,407,435,652","6,230,022,428","5,541,403,487","4,714,043,948","5,135,174,223","4,560,032,607","3,551,007,543","2,980,683,511","2,221,163,503"
Total Liabilities,"27,608,150,265","19,590,248,874","15,852,417,358","15,967,079,211","14,604,689,915","10,300,805,217","8,345,916,890","6,864,027,678","6,687,404,674","6,299,485,674","4,757,244,982","4,927,976,447","4,013,768,062"
Paid Up Capital,"663,569,400","638,047,500","638,047,500","638,047,500","505,207,500","505,207,500","505,207,500","505,207,500","505,207,500","505,207,500","505,207,500","240,575,000","240,575,000"
Reserves,"9,236,215,197","6,736,199,160","6,581,983,812","5,633,601,413","5,493,677,355","3,469,954,968","2,747,926,763","2,294,274,782","1,904,254,579","1,527,318,287","1,222,460,493","482,502,094","400,482,815"
Preferred Equity,0,0,0,0,0,0,0,0,0,0,0,0,0
Surplus On Revaluation of Assets,0,0,0,0,0,0,0,0,0,0,0,0,0
Shareholder Equity,"9,899,784,597","7,374,246,660","7,220,031,312","6,271,648,913","5,998,884,855","3,975,162,468","3,253,134,263","2,799,482,282","2,409,462,079","2,032,525,787","1,727,667,993","723,077,094","641,057,815"
Paid Up Value,10,10,10,10,10,10,10,10,10,10,10,10,10
Number of Shares,"66,356,940","63,804,750","63,804,750","63,804,750","50,520,750","50,520,750","50,520,750","50,520,750","50,520,750","50,520,750","50,520,750","24,057,500","24,057,500"
