Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Operating Cash Flow,"-393,389,000","208,043,000","-84,566,000","34,962,000","-186,961,000","223,083,000","-68,740,000","322,939,000","190,751,000","-141,266,000","210,669,000","-12,768,000"
Captial Expenditure,0,"6,606,000","9,555,000","-1,776,997,000","9,078,000","150,946,000","80,928,000","85,373,000","32,808,000","16,627,000","4,296,000","17,794,000"
Cashflow from Investing,"91,730,000","104,142,000","44,726,000","1,797,403,000","-4,143,000","-142,872,000","-60,673,000","-72,988,000","-32,808,000","-16,627,000","-4,296,000","-17,794,000"
Cash Flow from Financing,"-142,407,000","-70,654,000","-419,671,000","-475,749,000","-28,471,000","-18,000","-28,365,000","-113,149,000","-56,833,000","-14,238,000","-93,000","-71,701,000"
Net Change,"-444,066,000","241,531,000","-459,511,000","1,356,616,000","-219,575,000","80,193,000","-157,778,000","136,802,000","101,110,000","-172,131,000","206,280,000","-102,263,000"
Opening Cash,"1,149,185,000","907,654,000","1,367,165,000","10,549,000","230,124,000","149,931,000","307,709,000","170,907,000","69,797,000","241,928,000","35,648,000","137,911,000"
Closing Cash,"705,119,000","1,149,185,000","907,654,000","1,367,165,000","10,549,000","230,124,000","149,931,000","307,709,000","170,907,000","69,797,000","241,928,000","35,648,000"
FCFF,"-393,389,000","201,437,000","-94,121,000","1,811,959,000","-196,039,000","72,137,000","-149,668,000","237,566,000","157,943,000","-157,893,000","206,373,000","-30,562,000"
FCFE,"-535,796,000","130,783,000","-513,792,000","1,336,210,000","-224,510,000","72,119,000","-178,033,000","124,417,000","101,110,000","-172,131,000","206,280,000","-102,263,000"
