Year,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Operating Cash Flow,"197,792,569","-2,288,611,581","-649,757,146","-479,207,613","319,653,695","-2,457,484,717","-1,186,723,381","298,230,126","-349,434,340","630,193,263","480,373,331","-471,596,193"
Captial Expenditure,"679,787,678","411,541,579","3,462,397,123","1,203,931,022","413,825,097","2,202,026,389","2,081,195,470","393,745,801","798,427,541","553,204,325","204,813,567","339,844,664"
Cashflow from Investing,"-597,348,233","666,819,117","-3,865,053,866","-374,500,394","166,018,108","-933,412,767","-231,729,619","-969,208,117","138,298,799","-1,629,189,730","-1,430,972,647","-551,577,464"
Cash Flow from Financing,"340,839,187","1,653,687,957","4,510,692,850","-67,092,268","465,557,320","3,149,898,630","1,629,693,518","583,951,718","255,384,304","1,060,325,123","961,799,327","413,625,418"
Net Change,"-58,716,477","31,895,493","-4,118,162","-920,800,275","951,229,123","-240,998,854","211,240,518","-87,026,273","44,248,763","61,328,656","11,200,011","-609,548,239"
Opening Cash,"76,444,854","44,549,361","48,667,523","969,467,798","18,238,675","259,237,529","47,997,011","135,023,284","90,774,521","29,445,865","18,245,854","-2,562,922,045"
Closing Cash,"17,728,377","76,444,854","44,549,361","48,667,523","969,467,798","18,238,675","259,237,529","47,997,011","135,023,284","90,774,521","29,445,865","-3,172,470,284"
FCFF,"-481,995,109","-2,700,153,160","-4,112,154,269","-1,683,138,635","-94,171,402","-4,659,511,106","-3,267,918,851","-95,515,675","-1,147,861,881","76,988,938","275,559,764","-811,440,857"
FCFE,"-141,155,922","-1,046,465,203","398,538,581","-1,750,230,903","371,385,918","-1,509,612,476","-1,638,225,333","488,436,043","-892,477,577","1,137,314,061","1,237,359,091","-397,815,439"
