FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
8-K,/Archives/edgar/data/92122/000009212221000087/0000092122-21-000087.txt,0000092122-21-000087.txt,FALSE,FALSE
25-NSE,/Archives/edgar/data/92122/000087666121001502/0000876661-21-001502.txt,0000876661-21-001502.txt,FALSE,FALSE
8-K,/Archives/edgar/data/92122/000009212221000085/0000092122-21-000085.txt,0000092122-21-000085.txt,FALSE,FALSE
4,/Archives/edgar/data/92122/000120919121060240/0001209191-21-060240.txt,0001209191-21-060240.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121060238/0001209191-21-060238.txt,0001209191-21-060238.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121059016/0001209191-21-059016.txt,0001209191-21-059016.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121059013/0001209191-21-059013.txt,0001209191-21-059013.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121059005/0001209191-21-059005.txt,0001209191-21-059005.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121058998/0001209191-21-058998.txt,0001209191-21-058998.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121058994/0001209191-21-058994.txt,0001209191-21-058994.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121058988/0001209191-21-058988.txt,0001209191-21-058988.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121058977/0001209191-21-058977.txt,0001209191-21-058977.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121058975/0001209191-21-058975.txt,0001209191-21-058975.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121058971/0001209191-21-058971.txt,0001209191-21-058971.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121058968/0001209191-21-058968.txt,0001209191-21-058968.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121058966/0001209191-21-058966.txt,0001209191-21-058966.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121058959/0001209191-21-058959.txt,0001209191-21-058959.txt,TRUE,TRUE
4,/Archives/edgar/data/92122/000120919121057787/0001209191-21-057787.txt,0001209191-21-057787.txt,TRUE,TRUE
