Year,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007
Fixed Assets,"28,968,219,000","28,180,049,000","27,767,699,000","24,715,095,000","24,357,269,000","22,964,388,000","15,530,320,000","14,318,639,000","13,303,514,000","11,841,667,000","11,199,635,000","11,470,608,000","10,586,159,000"
Investments,"35,390,307,000","47,803,695,000","63,011,230,000","57,937,062,000","54,629,556,000","45,158,463,000","42,135,849,000","23,743,852,000","23,246,194,000","23,646,636,000","13,408,308,000","21,825,276,000","23,791,439,000"
Cash in Hand and Bank,"576,625,000","104,827,000","43,945,000","2,115,168,000","52,219,000","2,802,316,000","1,128,862,000","2,358,556,000","1,132,701,000","110,585,000","111,494,000","76,549,000","69,607,000"
Stores and Spares,"3,102,988,000","1,714,031,000","2,106,878,000","1,269,509,000","1,335,763,000","1,316,479,000","1,285,371,000","1,019,041,000","955,136,000","688,832,000","561,251,000","513,114,000","422,428,000"
Stock in Trade,"17,008,459,000","12,243,652,000","12,722,712,000","9,933,736,000","10,350,193,000","12,752,495,000","10,945,439,000","9,695,133,000","9,846,680,000","6,060,441,000","4,092,512,000","4,163,194,000","3,106,436,000"
Trade Debts,"4,711,061,000","402,978,900","2,245,620,000","2,253,369,000","3,014,466,000","2,929,054,000","6,243,535,000","3,489,070,000","2,481,259,000","2,041,256,000","1,300,366,000","1,387,146,000","831,653,000"
Current Assets,"35,797,260,000","2,904,268,500","30,193,783,000","25,850,830,000","24,190,444,000","28,774,992,000","27,204,560,000","19,847,671,000","18,441,959,000","11,732,928,000","8,294,838,000","8,818,379,000","13,309,087,000"
Quick Assets,"15,685,813,000","-11,053,414,500","15,364,193,000","14,647,585,000","12,504,488,000","14,706,018,000","14,973,750,000","9,133,497,000","7,640,143,000","4,983,655,000","3,641,075,000","4,142,071,000","9,780,223,000"
Total Assets,"100,545,392,000","102,736,033,000","118,725,911,000","106,599,219,000","101,140,000,000","97,048,577,000","80,634,594,000","56,626,383,000","54,088,904,000","46,182,314,000","31,512,686,000","40,277,289,000","39,587,091,000"
Interest Bearing Long Term Liability,"5,259,927,000","5,190,839,000","5,245,629,000","4,629,456,000","5,582,220,000","6,431,304,000","3,149,732,000","3,426,578,000","2,861,956,000","2,980,694,000","2,334,411,000","1,321,912,000","1,773,820,000"
Non Interest Bearing Long Term Liability,0,0,0,0,0,0,0,0,0,0,0,0,0
Interest Bearing Short Term Liability,"19,766,732,000","14,652,490,000","16,790,417,000","12,456,425,000","13,307,393,000","16,063,776,000","13,249,797,000","10,772,751,000","11,755,550,000","7,778,079,000","7,775,913,000","10,367,499,000","6,360,229,000"
* Non Interest Bearing Short Term Liability,"8,595,017,000","6,525,980,000","5,948,141,000","5,851,216,000","5,079,709,000","4,724,050,000","4,086,256,000","3,667,219,000","2,935,474,000","2,371,568,000","1,512,435,000","1,409,439,000","1,058,337,000"
Trades Payables,"8,359,680,000","6,416,602,000","5,837,390,000","5,737,896,000","4,858,315,000","4,428,996,000","3,785,501,000","3,397,640,000","2,577,020,000","2,139,321,000","1,309,658,000","1,194,856,000","926,593,000"
Total Current Liabilities,"28,454,755,000","21,260,216,000","23,934,194,000","19,553,041,000","19,167,495,000","21,553,219,000","18,068,412,000","15,126,751,000","15,322,349,000","10,568,415,000","9,602,265,000","12,053,926,000","7,649,373,000"
Total Liabilities,"33,930,122,000","27,022,888,000","29,963,115,000","24,444,064,000","24,997,177,000","28,459,401,000","21,717,559,000","18,863,634,000","18,694,945,000","14,806,001,000","12,181,919,000","13,785,219,000","9,423,193,000"
Paid Up Capital,"3,515,999,000","3,515,999,000","3,515,999,000","3,515,999,000","3,515,999,000","3,515,999,000","3,515,999,000","3,515,999,000","3,515,999,000","3,515,999,000","2,424,827,000","1,597,857,000","1,597,857,000"
Reserves,"63,099,271,000","72,197,146,000","85,246,797,000","78,639,156,000","72,626,824,000","65,073,177,000","55,401,036,000","34,246,750,000","31,877,960,000","27,860,314,000","16,905,940,000","24,894,213,000","28,566,041,000"
Preferred Equity,0,0,0,0,0,0,0,0,0,0,0,0,0
Surplus On Revaluation of Assets,0,0,0,0,0,0,0,0,0,0,0,0,0
Shareholder Equity,"66,615,270,000","75,713,145,000","88,762,796,000","82,155,155,000","76,142,823,000","68,589,176,000","58,917,035,000","37,762,749,000","35,393,959,000","31,376,313,000","19,330,767,000","26,492,070,000","30,163,898,000"
Paid Up Value,10,10,10,10,10,10,10,10,10,10,10,10,10
Number of Shares,"351,599,900","351,599,900","351,599,848","351,599,848","351,599,848","351,599,848","351,599,848","351,599,848","351,599,848","351,599,848","242,482,654","159,785,717","159,785,700"
