Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Operating Cash Flow,"-184,945,000","-12,091,000","-20,799,000","-9,512,000","-1,490,000","-3,206,000","-8,207,000","-762,000","4,726,000","-2,174,000","10,875,000","4,327,000","43,101,000"
Captial Expenditure,0,"-1,074,000","-2,124,000","122,000",0,"25,000","349,000","-1,066,000","170,000","194,000","81,000","326,000","1,408,000"
Cashflow from Investing,0,"1,074,000","2,124,000","-122,000",0,"-25,000","-349,000","1,066,000","-175,000","-194,000","-429,000","1,469,000","-901,000"
Cash Flow from Financing,"186,519,000","6,680,000","18,797,000","12,986,000","841,000","3,896,000",0,"2,086,000","-277,000","-86,000","-8,982,000","-16,081,000","-38,220,000"
Net Change,"1,574,000","-4,337,000","122,000","3,352,000","-649,000","665,000","-8,556,000","2,390,000","4,274,000","-2,454,000","1,464,000","-10,285,000","3,980,000"
Opening Cash,"219,000","4,556,000","4,434,000","1,082,000","1,731,000","1,066,000","9,622,000","7,232,000","2,958,000","5,411,000","3,947,000","14,232,000","10,252,000"
Closing Cash,"1,793,000","219,000","4,556,000","4,434,000","1,082,000","1,731,000","1,066,000","9,622,000","7,232,000","2,957,000","5,411,000","3,947,000","14,232,000"
FCFF,"-184,945,000","-11,017,000","-18,675,000","-9,634,000","-1,490,000","-3,231,000","-8,556,000","304,000","4,556,000","-2,368,000","10,794,000","4,001,000","41,693,000"
FCFE,"1,574,000","-4,337,000","122,000","3,352,000","-649,000","665,000","-8,556,000","2,390,000","4,279,000","-2,454,000","1,812,000","-12,080,000","3,473,000"
