FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
POS AM,/Archives/edgar/data/727920/000119312521266696/0001193125-21-266696.txt,0001193125-21-266696.txt,FALSE,FALSE
EFFECT,/Archives/edgar/data/727920/999999999521003241/9999999995-21-003241.txt,9999999995-21-003241.txt,FALSE,FALSE
S-3,/Archives/edgar/data/727920/000119312521249237/0001193125-21-249237.txt,0001193125-21-249237.txt,FALSE,FALSE
RW,/Archives/edgar/data/727920/000119312521248921/0001193125-21-248921.txt,0001193125-21-248921.txt,FALSE,FALSE
S-3,/Archives/edgar/data/727920/000119312521247439/0001193125-21-247439.txt,0001193125-21-247439.txt,FALSE,FALSE
S-3,/Archives/edgar/data/727920/000119312521242993/0001193125-21-242993.txt,0001193125-21-242993.txt,FALSE,FALSE
RW,/Archives/edgar/data/727920/000119312521238887/0001193125-21-238887.txt,0001193125-21-238887.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/727920/000072792021000010/0000727920-21-000010.txt,0000727920-21-000010.txt,FALSE,FALSE
424B3,/Archives/edgar/data/727920/000119312521228466/0001193125-21-228466.txt,0001193125-21-228466.txt,FALSE,FALSE
S-3,/Archives/edgar/data/727920/000119312521222847/0001193125-21-222847.txt,0001193125-21-222847.txt,FALSE,FALSE
424B3,/Archives/edgar/data/727920/000119312521189750/0001193125-21-189750.txt,0001193125-21-189750.txt,FALSE,FALSE
424B3,/Archives/edgar/data/727920/000119312521188479/0001193125-21-188479.txt,0001193125-21-188479.txt,FALSE,FALSE
EFFECT,/Archives/edgar/data/727920/999999999521002293/9999999995-21-002293.txt,9999999995-21-002293.txt,FALSE,FALSE
S-3/A,/Archives/edgar/data/727920/000119312521187553/0001193125-21-187553.txt,0001193125-21-187553.txt,FALSE,FALSE
CORRESP,/Archives/edgar/data/727920/000119312521186537/0001193125-21-186537.txt,0001193125-21-186537.txt,FALSE,FALSE
8-K,/Archives/edgar/data/727920/000119312521177935/0001193125-21-177935.txt,0001193125-21-177935.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/727920/000072792021000007/0000727920-21-000007.txt,0000727920-21-000007.txt,FALSE,FALSE
EFFECT,/Archives/edgar/data/727920/999999999521001740/9999999995-21-001740.txt,9999999995-21-001740.txt,FALSE,FALSE
EFFECT,/Archives/edgar/data/727920/999999999521001739/9999999995-21-001739.txt,9999999995-21-001739.txt,FALSE,FALSE
EFFECT,/Archives/edgar/data/727920/999999999521001738/9999999995-21-001738.txt,9999999995-21-001738.txt,FALSE,FALSE
EFFECT,/Archives/edgar/data/727920/999999999521001732/9999999995-21-001732.txt,9999999995-21-001732.txt,FALSE,FALSE
S-3/A,/Archives/edgar/data/727920/000119312521126936/0001193125-21-126936.txt,0001193125-21-126936.txt,FALSE,FALSE
424B3,/Archives/edgar/data/727920/000119312521126907/0001193125-21-126907.txt,0001193125-21-126907.txt,FALSE,FALSE
424B3,/Archives/edgar/data/727920/000119312521126892/0001193125-21-126892.txt,0001193125-21-126892.txt,FALSE,FALSE
424B3,/Archives/edgar/data/727920/000119312521124899/0001193125-21-124899.txt,0001193125-21-124899.txt,FALSE,FALSE
424B3,/Archives/edgar/data/727920/000119312521122925/0001193125-21-122925.txt,0001193125-21-122925.txt,FALSE,FALSE
S-3/A,/Archives/edgar/data/727920/000119312521122741/0001193125-21-122741.txt,0001193125-21-122741.txt,FALSE,FALSE
S-3/A,/Archives/edgar/data/727920/000119312521122713/0001193125-21-122713.txt,0001193125-21-122713.txt,FALSE,FALSE
S-3/A,/Archives/edgar/data/727920/000119312521122690/0001193125-21-122690.txt,0001193125-21-122690.txt,FALSE,FALSE
CORRESP,/Archives/edgar/data/727920/000119312521117833/0001193125-21-117833.txt,0001193125-21-117833.txt,FALSE,FALSE
