Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Operating Cash Flow,"1,786,490,000","1,216,261,000","1,335,986,000","1,306,818,000","2,034,609,000","1,413,024,000","698,359,000","-45,604,000","290,137,000","1,075,076,000","791,485,000","1,087,306,000","1,247,000"
Captial Expenditure,"154,703,000","217,065,000","421,217,000","121,653,000","82,671,000","25,491,000","215,901,000","-2,550,358,000","414,231,000","316,993,000","175,360,000","110,711,000","241,237,000"
Cashflow from Investing,"-154,703,000","-217,065,000","-421,217,000","-121,653,000","-82,671,000","-1,398,291,000","-215,901,000","2,550,358,000","-414,231,000","-316,993,000","-175,360,000","-110,711,000","-241,237,000"
Cash Flow from Financing,"-1,243,212,000","-219,990,000","-1,328,220,000","-1,562,060,000","-1,307,002,000","-946,266,000","-1,171,588,000","-1,832,560,000","-202,685,000","-600,887,000","-387,419,000","-394,551,000","-309,753,000"
Net Change,"388,575,000","779,206,000","-413,451,000","-376,895,000","644,936,000","-931,533,000","-689,130,000","672,194,000","-326,779,000","157,196,000","228,706,000","582,044,000","-549,743,000"
Opening Cash,"-278,390,000","-1,057,596,000","-644,145,000","-267,250,000","-912,186,000","39,192,000","728,322,000","56,128,000","382,907,000","225,711,000","-2,995,000","-585,039,000","-35,296,000"
Closing Cash,"110,185,000","-278,390,000","-1,057,596,000","-644,145,000","-267,250,000","-892,341,000","39,192,000","728,322,000","56,128,000","382,907,000","225,711,000","-2,995,000","-585,039,000"
FCFF,"1,631,787,000","999,196,000","914,769,000","1,185,165,000","1,951,938,000","1,387,533,000","482,458,000","2,504,754,000","-124,094,000","758,083,000","616,125,000","976,595,000","-239,990,000"
FCFE,"388,575,000","779,206,000","-413,451,000","-376,895,000","644,936,000","441,267,000","-689,130,000","672,194,000","-326,779,000","157,196,000","228,706,000","582,044,000","-549,743,000"
