FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
3,/Archives/edgar/data/719135/000071913521000070/0000719135-21-000070.txt,0000719135-21-000070.txt,TRUE,TRUE
8-K,/Archives/edgar/data/719135/000071913521000068/0000719135-21-000068.txt,0000719135-21-000068.txt,FALSE,FALSE
SC 13G,/Archives/edgar/data/719135/000108514621002624/0001085146-21-002624.txt,0001085146-21-002624.txt,FALSE,FALSE
S-8,/Archives/edgar/data/719135/000071913521000066/0000719135-21-000066.txt,0000719135-21-000066.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/719135/000071913521000064/0000719135-21-000064.txt,0000719135-21-000064.txt,FALSE,FALSE
8-K,/Archives/edgar/data/719135/000071913521000063/0000719135-21-000063.txt,0000719135-21-000063.txt,FALSE,FALSE
4,/Archives/edgar/data/719135/000071913521000058/0000719135-21-000058.txt,0000719135-21-000058.txt,TRUE,TRUE
4,/Archives/edgar/data/719135/000071913521000056/0000719135-21-000056.txt,0000719135-21-000056.txt,TRUE,TRUE
4,/Archives/edgar/data/719135/000071913521000053/0000719135-21-000053.txt,0000719135-21-000053.txt,TRUE,TRUE
4,/Archives/edgar/data/719135/000071913521000051/0000719135-21-000051.txt,0000719135-21-000051.txt,TRUE,TRUE
4,/Archives/edgar/data/719135/000071913521000049/0000719135-21-000049.txt,0000719135-21-000049.txt,TRUE,TRUE
4,/Archives/edgar/data/719135/000071913521000047/0000719135-21-000047.txt,0000719135-21-000047.txt,TRUE,TRUE
8-K,/Archives/edgar/data/719135/000071913521000044/0000719135-21-000044.txt,0000719135-21-000044.txt,FALSE,FALSE
DEFA14A,/Archives/edgar/data/719135/000071913521000042/0000719135-21-000042.txt,0000719135-21-000042.txt,FALSE,FALSE
DEF 14A,/Archives/edgar/data/719135/000071913521000040/0000719135-21-000040.txt,0000719135-21-000040.txt,FALSE,FALSE
SD,/Archives/edgar/data/719135/000071913521000038/0000719135-21-000038.txt,0000719135-21-000038.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/719135/000071913521000036/0000719135-21-000036.txt,0000719135-21-000036.txt,FALSE,FALSE
8-K,/Archives/edgar/data/719135/000071913521000033/0000719135-21-000033.txt,0000719135-21-000033.txt,FALSE,FALSE
