Year,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Operating Cash Flow,"2,724,946,000","2,632,301,000","2,840,722,000","3,595,671,000","3,076,201,000","2,093,532,000","3,164,803,000","1,450,850,000","2,068,656,000","1,812,423,000","1,712,714,000"
Captial Expenditure,"254,266,000","289,038,000","244,788,000","119,481,000","122,555,000","75,391,000","54,182,000","108,752,000","87,439,000","576,748,000","2,046,542,000"
Cashflow from Investing,"-174,321,000","-271,182,000","-199,110,000","-108,357,000","-39,589,000","28,065,000","499,696,000","-74,152,000","-497,668,000","-542,438,000","-1,850,487,000"
Cash Flow from Financing,"-1,660,329,000","-2,098,634,000","-2,941,463,000","-3,840,961,000","-2,944,304,000","-3,413,270,000","-3,196,847,000","-1,791,400,000","-894,768,000","-734,997,000","238,503,000"
Net Change,"890,296,000","262,485,000","-299,851,000","-353,647,000","92,308,000","-1,291,673,000","467,652,000","-414,702,000","676,220,000","534,988,000","100,730,000"
Opening Cash,"425,339,000","162,854,000","462,705,000","816,352,000","724,044,000","2,015,717,000","1,548,065,000","1,702,396,000","1,026,176,000","491,188,000","390,458,000"
Closing Cash,"1,315,635,000","425,339,000","162,854,000","462,705,000","816,352,000","724,044,000","2,015,717,000","1,287,694,000","1,702,396,000","1,026,176,000","491,188,000"
FCFF,"2,470,680,000","2,343,263,000","2,595,934,000","3,476,190,000","2,953,646,000","2,018,141,000","3,110,621,000","1,342,098,000","1,981,217,000","1,235,675,000","-333,828,000"
FCFE,"810,351,000","244,629,000","-345,529,000","-364,771,000","9,342,000","-1,395,129,000","-86,226,000","-449,302,000","1,086,449,000","500,678,000","-95,325,000"
