Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Fixed Assets,"3,213,573,000","3,541,996,000","3,491,232,000","3,664,894,000","3,893,564,000","4,124,770,000","4,303,803,000","3,956,137,000","4,038,254,000","4,132,612,000","4,153,382,000","4,363,430,000","4,593,147,000"
Investments,0,0,0,0,0,0,0,0,0,0,"76,762,000",0,0
Cash in Hand and Bank,"302,408,000","75,627,000","154,573,000","144,919,000","33,615,000","142,235,000","221,693,000","585,775,000","138,697,000","135,757,000","309,924,000","664,074,000","139,298,000"
Stores and Spares,"303,561,000","316,292,000","305,767,000","344,483,000","380,265,000","402,034,000","385,208,000","434,588,000","414,178,000","459,196,000","390,431,000","366,072,000","382,892,000"
Stock in Trade,"48,965,000","190,045,000","381,717,000","234,340,000","158,854,000","237,548,000","295,464,000","294,106,000","195,050,000","123,477,000","168,240,000","311,234,000","85,560,000"
Trade Debts,"8,035,685,000","7,155,022,000","6,645,211,000","4,910,059,000","3,607,405,000","3,551,810,000","4,598,451,000","2,158,228,000","5,177,717,000","3,896,021,000","1,926,050,000","963,309,000","1,939,815,000"
Current Assets,"9,156,796,000","7,974,127,000","8,022,394,000","6,194,471,000","4,880,224,000","4,818,886,000","5,856,887,000","3,988,281,000","6,317,713,000","4,986,082,000","3,329,102,000","2,544,811,000","2,745,322,000"
Quick Assets,"8,804,270,000","7,467,790,000","7,334,910,000","5,615,648,000","4,341,105,000","4,179,304,000","5,176,215,000","3,259,587,000","5,708,485,000","4,403,409,000","2,770,431,000","1,867,505,000","2,276,870,000"
Total Assets,"12,376,081,000","11,523,787,000","11,525,935,000","9,875,411,000","8,789,172,000","8,960,808,000","10,180,942,000","7,965,367,000","10,374,910,000","9,137,370,000","7,496,791,000","6,921,108,000","7,353,374,000"
Interest Bearing Long Term Liability,0,0,0,0,0,"30,597,000","189,721,000","28,657,000",0,0,0,0,0
Non Interest Bearing Long Term Liability,0,0,0,0,0,0,0,0,0,0,0,0,0
Interest Bearing Short Term Liability,"5,389,907,000","5,354,474,000","5,285,780,000","3,578,671,000","2,504,396,000","2,374,550,000","3,172,543,000","330,586,000","2,594,732,000","1,630,987,000","200,000,000",0,"578,705,000"
* Non Interest Bearing Short Term Liability,"293,868,000","157,594,000","132,998,000","230,220,000","164,492,000","206,992,000","249,846,000","172,667,000","162,580,000","135,889,000","119,168,000","107,098,000","94,224,000"
Trades Payables,"150,594,000","53,867,000","84,120,000","196,859,000","149,664,000","195,328,000","222,617,000","163,814,000","145,555,000","129,247,000","118,776,000","107,098,000","94,224,000"
Total Current Liabilities,"5,833,490,000","5,653,163,000","5,520,472,000","3,818,502,000","2,697,491,000","2,593,739,000","3,490,374,000","577,224,000","2,863,128,000","1,879,839,000","435,082,000","208,096,000","783,730,000"
Total Liabilities,"5,833,490,000","5,653,163,000","5,520,472,000","3,818,502,000","2,697,491,000","2,624,336,000","3,680,095,000","605,881,000","2,863,128,000","1,879,839,000","445,077,000","217,768,000","792,525,000"
Paid Up Capital,"1,694,586,000","1,694,586,000","1,694,586,000","1,694,586,000","1,694,586,000","1,694,586,000","1,694,586,000","1,694,586,000","1,694,586,000","1,694,586,000","1,694,586,000","1,694,586,000","1,694,586,000"
Reserves,"4,848,005,000","4,176,038,000","4,310,877,000","4,362,323,000","4,397,095,000","4,641,886,000","4,806,261,000","5,664,900,000","5,817,196,000","5,562,945,000","5,357,128,000","5,008,754,000","4,866,263,000"
Preferred Equity,0,0,0,0,0,0,0,0,0,0,0,0,0
Surplus On Revaluation of Assets,0,0,0,0,0,0,0,0,0,0,0,0,0
Shareholder Equity,"6,542,591,000","5,870,624,000","6,005,463,000","6,056,909,000","6,091,681,000","6,336,472,000","6,500,847,000","7,359,486,000","7,511,782,000","7,257,531,000","7,051,714,000","6,703,340,000","6,560,849,000"
Paid Up Value,10,10,10,10,10,10,10,10,10,10,10,10,10
Number of Shares,"169,458,600","169,458,600","169,458,600","169,458,614","169,458,614","169,458,614","169,458,614","169,458,614","169,458,614","169,458,614","169,458,614","169,458,614","169,458,614"
