Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Operating Cash Flow,"603,979,000","882,009,000","840,379,000","-2,116,639,000","374,186,000","47,568,000","155,756,000","110,000,000","221,098,000","79,741,000","375,735,000","271,686,000"
Captial Expenditure,"186,305,000","155,366,000","137,535,000","144,223,000","416,859,000","106,050,000","83,661,000","72,967,000","237,693,000","195,537,000","210,125,000","111,904,000"
Cashflow from Investing,"99,472,000","105,853,000","102,213,000","-131,931,000","-379,821,000","-141,856,000","-70,990,000","-71,920,000","-224,006,000","-212,659,000","-212,325,000","-111,418,000"
Cash Flow from Financing,"-710,678,000","-963,778,000","-946,904,000","2,250,160,000","-29,488,000","130,105,000","-75,921,000","-43,063,000","3,734,000","117,417,000","-167,294,000","-138,529,000"
Net Change,"-7,227,000","24,084,000","-4,312,000","1,590,000","-35,123,000","35,817,000","8,845,000","-4,983,000","826,000","-15,501,000","-3,884,000","21,739,000"
Opening Cash,"42,395,000","18,311,000","22,623,000","21,033,000","56,156,000","20,339,000","11,494,000","16,477,000","15,651,000","31,152,000","35,036,000","13,297,000"
Closing Cash,"35,168,000","42,395,000","18,311,000","22,623,000","21,033,000","56,156,000","20,339,000","11,494,000","16,477,000","15,651,000","31,152,000","35,036,000"
FCFF,"417,674,000","726,643,000","702,844,000","-2,260,862,000","-42,673,000","-58,482,000","72,095,000","37,033,000","-16,595,000","-115,796,000","165,610,000","159,782,000"
FCFE,"-293,004,000","-237,135,000","-244,060,000","-10,702,000","-72,161,000","71,623,000","-3,826,000","-6,030,000","-12,861,000","1,621,000","-1,684,000","21,253,000"
