Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Operating Cash Flow,"61,238,000","11,773,000","17,226,000","117,443,000","63,191,000","162,293,000","314,067,000","152,351,000","53,271,000","344,280,000","-1,225,896,000","1,051,718,000","-503,233,000"
Captial Expenditure,"5,480,000","5,598,000","6,887,000","8,611,000","19,349,000","9,443,000","21,668,000","8,037,000","8,486,000","19,876,000","16,195,000","112,001,000","322,144,000"
Cashflow from Investing,"-5,480,000","-5,498,000","-6,887,000","-8,611,000","-19,349,000","-9,443,000","-21,968,000","980,000","-8,986,000","-11,588,000","1,240,875,000","-112,001,000","-322,144,000"
Cash Flow from Financing,"-55,243,000",0,0,"-109,258,000","-66,302,000","-164,565,000","-274,435,000","-136,104,000","-47,565,000","-347,613,000","-67,417,000","-966,011,000","799,807,000"
Net Change,"515,000","6,275,000","10,339,000","-426,000","-22,460,000","-11,715,000","17,664,000","17,227,000","-3,280,000","-14,921,000","-52,438,000","-26,294,000","-25,570,000"
Opening Cash,"22,503,000","16,228,000","5,889,000","6,315,000","28,775,000","40,490,000","22,826,000","5,599,000","8,826,000","23,580,000","76,018,000","104,621,000","130,191,000"
Closing Cash,"23,018,000","22,503,000","16,228,000","5,889,000","6,315,000","28,775,000","40,490,000","22,826,000","5,546,000","8,659,000","23,580,000","78,327,000","104,621,000"
FCFF,"55,758,000","6,175,000","10,339,000","108,832,000","43,842,000","152,850,000","292,399,000","144,314,000","44,785,000","324,404,000","-1,242,091,000","939,717,000","-825,377,000"
FCFE,"515,000","6,175,000","10,339,000","-426,000","-22,460,000","-11,715,000","17,964,000","8,210,000","-2,780,000","-23,209,000","-1,309,508,000","-26,294,000","-25,570,000"
