Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Operating Cash Flow,"38,674,000","94,489,000","20,247,000","33,005,000","170,874,000","129,316,000","121,876,000","44,747,000","89,765,000","34,236,000","12,351,000","96,953,000"
Captial Expenditure,"17,529,000","13,658,000","29,050,000","17,956,000","30,808,000","8,453,000","-4,927,000","7,073,000","5,163,000","23,201,000","3,892,000","8,475,000"
Cashflow from Investing,"-17,035,000","-13,291,000","-28,884,000","-18,538,000","-36,365,000","-7,325,000","60,753,000","-2,055,000","-43,767,000","-34,392,000","-3,892,000","-37,161,000"
Cash Flow from Financing,"-6,460,000","-18,524,000","-5,683,000","-84,023,000","-180,001,000","-138,361,000","-140,455,000","-69,177,000","-27,000,000","-223,000","-783,000","-72,784,000"
Net Change,"15,179,000","62,674,000","-14,320,000","-69,556,000","-45,492,000","-16,370,000","42,174,000","-26,485,000","18,998,000","-379,000","7,676,000","-12,992,000"
Opening Cash,"22,427,000","-40,247,000","-25,927,000","43,629,000","89,121,000","105,491,000","63,317,000","89,802,000","70,804,000","71,183,000","63,507,000","76,499,000"
Closing Cash,"37,606,000","22,427,000","-40,247,000","-25,927,000","43,629,000","89,121,000","105,491,000","63,317,000","89,802,000","70,804,000","71,183,000","63,507,000"
FCFF,"21,145,000","80,831,000","-8,803,000","15,049,000","140,066,000","120,863,000","126,803,000","37,674,000","84,602,000","11,035,000","8,459,000","88,478,000"
FCFE,"14,685,000","62,307,000","-14,486,000","-68,974,000","-39,935,000","-17,498,000","-13,652,000","-31,503,000","57,602,000","10,812,000","7,676,000","15,694,000"
