Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Sales,"157,593,092,000","163,889,602,000","126,209,613,000","116,986,307,000","80,151,211,000","104,376,626,000","119,811,358,000","102,356,656,000","96,221,728,000","78,252,395,000","59,961,616,000","61,580,072,000","45,716,789,000"
COGS,"81,292,754,000","89,339,649,000","63,158,465,000","63,292,452,000","54,171,215,000","54,271,791,000","47,117,642,000","42,895,254,000","38,522,113,000","30,597,067,000","25,349,117,000","20,624,486,000","16,210,385,000"
Gross Profit,"76,300,338,000","74,549,953,000","63,051,148,000","53,693,855,000","25,979,996,000","50,104,835,000","72,693,716,000","59,461,402,000","57,699,615,000","47,655,328,000","34,612,499,000","40,955,586,000","29,506,404,000"
Administrative Expenses,"3,072,536,000","2,239,845,000","2,559,650,000","2,771,558,000",0,0,0,0,0,0,0,0,0
Selling & Distributive Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0
Financial Charges,"1,069,908,000","741,020,000","443,568,000","461,081,000","658,967,000","553,879,000","425,515,000","394,432,000","179,005,000","205,444,000","154,832,000","93,628,000","66,624,000"
Other Income,"6,464,998,000","16,527,696,000","9,318,998,000","4,804,234,000","5,418,127,000","7,569,494,000","6,381,320,000","6,893,448,000","11,662,605,000","4,506,279,000","2,638,495,000","4,149,732,000","3,092,142,000"
Change In Value of Investment,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Expenses,"8,138,138,000","8,165,580,000","5,930,615,000","7,136,775,000","4,032,440,000","7,950,623,000","4,102,762,000","3,332,675,000","4,654,529,000","3,591,519,000","2,567,955,000","3,103,270,000","2,085,367,000"
EBITDA,"92,583,157,000","101,518,393,000","79,535,053,000","63,653,765,000","38,041,507,000","58,896,086,000","83,443,285,000","70,556,058,000","112,834,894,000","53,525,068,000","38,185,394,000","44,367,101,000","32,675,296,000"
EBIT,"71,554,662,000","80,672,224,000","63,879,881,000","48,589,756,000","27,365,683,000","49,723,706,000","74,972,274,000","63,022,175,000","64,707,691,000","48,570,088,000","34,683,039,000","42,002,048,000","30,513,179,000"
EBT,"70,484,754,000","79,931,204,000","63,436,313,000","48,128,675,000","26,706,716,000","49,169,827,000","74,546,759,000","62,627,743,000","64,528,686,000","48,364,644,000","34,528,207,000","41,908,420,000","30,446,555,000"
Tax,"20,228,484,000","18,298,840,000","17,748,677,000","12,450,032,000","9,464,697,000","14,916,376,000","23,129,381,000","20,676,547,000","23,605,148,000","16,918,929,000","11,207,689,000","14,205,629,000","10,739,157,000"
PAT,"50,256,270,000","61,632,364,000","45,687,636,000","35,678,643,000","17,242,019,000","34,253,451,000","51,417,378,000","41,951,196,000","40,923,538,000","31,445,715,000","23,320,518,000","27,702,791,000","19,707,398,000"
EPS,18.47,27.18,23.17,18.1,8.74,17.37,26.08,25.53,31.13,26.31,23.42,33.38,23.75
