FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
10-Q,/Archives/edgar/data/724910/000143774921023966/0001437749-21-023966.txt,0001437749-21-023966.txt,FALSE,FALSE
8-K,/Archives/edgar/data/724910/000072491021000034/0000724910-21-000034.txt,0000724910-21-000034.txt,FALSE,FALSE
8-K,/Archives/edgar/data/724910/000072491021000031/0000724910-21-000031.txt,0000724910-21-000031.txt,FALSE,FALSE
4,/Archives/edgar/data/724910/000072491021000029/0000724910-21-000029.txt,0000724910-21-000029.txt,TRUE,TRUE
4,/Archives/edgar/data/724910/000072491021000028/0000724910-21-000028.txt,0000724910-21-000028.txt,TRUE,TRUE
4,/Archives/edgar/data/724910/000072491021000027/0000724910-21-000027.txt,0000724910-21-000027.txt,TRUE,TRUE
4,/Archives/edgar/data/724910/000072491021000026/0000724910-21-000026.txt,0000724910-21-000026.txt,TRUE,TRUE
3,/Archives/edgar/data/724910/000072491021000025/0000724910-21-000025.txt,0000724910-21-000025.txt,TRUE,TRUE
4,/Archives/edgar/data/724910/000072491021000024/0000724910-21-000024.txt,0000724910-21-000024.txt,TRUE,TRUE
8-K,/Archives/edgar/data/724910/000072491021000023/0000724910-21-000023.txt,0000724910-21-000023.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/724910/000143774921017294/0001437749-21-017294.txt,0001437749-21-017294.txt,FALSE,FALSE
8-K,/Archives/edgar/data/724910/000072491021000021/0000724910-21-000021.txt,0000724910-21-000021.txt,FALSE,FALSE
DEFA14A,/Archives/edgar/data/724910/000072491021000019/0000724910-21-000019.txt,0000724910-21-000019.txt,FALSE,FALSE
DEFA14A,/Archives/edgar/data/724910/000072491021000018/0000724910-21-000018.txt,0000724910-21-000018.txt,FALSE,FALSE
DEFA14A,/Archives/edgar/data/724910/000072491021000017/0000724910-21-000017.txt,0000724910-21-000017.txt,FALSE,FALSE
DEF 14A,/Archives/edgar/data/724910/000072491021000015/0000724910-21-000015.txt,0000724910-21-000015.txt,FALSE,FALSE
SD,/Archives/edgar/data/724910/000072491021000010/0000724910-21-000010.txt,0000724910-21-000010.txt,FALSE,FALSE
4,/Archives/edgar/data/724910/000116769121000002/0001167691-21-000002.txt,0001167691-21-000002.txt,TRUE,TRUE
4,/Archives/edgar/data/724910/000116769121000001/0001167691-21-000001.txt,0001167691-21-000001.txt,TRUE,TRUE
10-K,/Archives/edgar/data/724910/000072491021000008/0000724910-21-000008.txt,0000724910-21-000008.txt,FALSE,FALSE
8-K,/Archives/edgar/data/724910/000072491021000007/0000724910-21-000007.txt,0000724910-21-000007.txt,FALSE,FALSE
