Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Operating Cash Flow,"-1,960,914,000","15,806,570,000","12,039,108,000","13,684,366,000","15,334,103,000","11,211,774,000","9,413,263,000","7,595,994,000","4,359,119,714","-4,050,567","-949,433,555","607,943,456","-772,584,917"
Captial Expenditure,"1,550,345,000","4,173,096,000","13,329,081,000","4,102,200,000","1,648,146,000","1,449,433,000","1,963,498,000","444,229,000","237,755,726","227,328,821","670,184,118","2,393,293,479","2,259,022,608"
Cashflow from Investing,"-422,176,000","-3,250,837,000","-12,083,392,000","-2,948,864,000","-299,235,000","-27,301,042,000","-894,055,000","488,497,000","585,290,907","-1,096,922,752","-548,336,274","-2,333,966,123","-2,087,023,777"
Cash Flow from Financing,"2,392,489,000","-10,958,274,000","-7,137,509,000","-13,356,907,000","-17,528,058,000","19,779,774,000","-10,046,802,000","-8,284,873,000","-4,891,923,953","1,027,338,686","1,233,254,768","1,829,740,485","2,321,854,918"
Net Change,"9,399,000","1,597,459,000","-7,181,793,000","-2,621,405,000","-2,493,190,000","3,690,506,000","-1,527,594,000","-200,382,000","52,486,668","-73,634,633","-264,515,061","103,717,818","-537,753,776"
Opening Cash,"-10,372,456,000","-11,969,915,000","-4,679,526,000","-2,058,121,000","435,069,000","-2,157,570,000","-629,976,000","-538,707,000","114,142,111","187,776,744","452,291,805","348,573,987","886,327,763"
Closing Cash,"-10,363,057,000","-10,372,456,000","-11,861,319,000","-4,679,526,000","-2,058,121,000","1,532,936,000","-2,157,570,000","-629,976,000","166,628,779","114,142,111","187,776,744","452,291,805","348,573,987"
FCFF,"-3,511,259,000","11,633,474,000","-1,289,973,000","9,582,166,000","13,685,957,000","9,762,341,000","7,449,765,000","7,151,765,000","4,121,363,988","-231,379,388","-1,619,617,673","-1,906,628,007","-3,031,607,525"
FCFE,"-1,118,770,000","675,200,000","-8,427,482,000","-3,774,741,000","-3,842,101,000","29,542,115,000","-2,597,037,000","-1,133,108,000","-770,559,965","795,959,298","-386,362,905","-76,887,522","-709,752,607"
