Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Sales,"37,128,726,000","53,601,512,000","52,883,667,000","51,623,476,000","45,721,040,000","30,509,548,000","28,950,528,000","24,074,046,000","17,788,955,131","13,332,366,906","13,333,062,606","14,814,797,196","7,487,162,751"
COGS,"36,011,992,000","37,556,552,000","33,928,169,000","29,090,753,000","24,573,384,000","17,955,055,000","17,570,204,000","14,103,717,000","12,093,168,245","10,418,537,089","11,564,255,751","10,044,450,173","6,478,902,770"
Gross Profit,"1,116,734,000","16,044,960,000","18,955,498,000","22,532,723,000","21,147,656,000","12,554,493,000","11,380,324,000","9,970,329,000","5,695,786,886","2,913,829,817","1,768,806,855","4,770,347,023","1,008,259,981"
Administrative Expenses,"579,308,000","711,411,000","2,063,232,000","2,404,652,000","2,463,969,000","384,994,000","302,155,000","595,465,000","260,503,960","157,092,809","123,548,579","140,138,550","119,917,940"
Selling & Distributive Expenses,"794,213,000","1,339,086,000","1,627,168,000","1,558,903,000","1,176,860,000","746,302,000","706,974,000","797,798,000","283,278,843","351,032,163","1,074,655,856","1,395,877,311","300,827,927"
Financial Charges,"2,151,701,000","1,498,473,000","600,435,000","830,715,000","1,822,500,000","386,682,000","462,030,000","1,009,128,000","1,915,903,878","2,489,299,031","2,223,124,658","2,286,086,256","1,236,140,238"
Other Income,"1,918,751,000","1,576,312,000","1,517,512,000","2,055,638,000","2,284,630,000","1,296,585,000","1,800,582,000","1,491,587,000","860,009,758","507,731,792","240,527,682","327,972,309","229,490,785"
Change In Value of Investment,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Expenses,"16,743,000","826,752,000","1,217,711,000","1,229,785,000","890,963,000","732,265,000","596,702,000","378,397,000","161,805,010",0,0,"71,506,461",0
EBITDA,"4,785,817,000","17,804,094,000","19,240,852,000","23,190,717,000","22,620,229,000","13,173,654,000","12,642,025,000","10,570,985,000","6,574,498,596","3,630,273,338","1,477,853,787","4,075,700,245","1,248,418,459"
EBIT,"1,645,221,000","14,744,023,000","15,564,899,000","19,395,021,000","18,900,494,000","11,987,517,000","11,575,075,000","9,690,256,000","5,850,208,831","2,913,436,637","811,130,102","3,490,797,010","817,004,899"
EBT,"-506,480,000","13,245,550,000","14,964,464,000","18,564,306,000","17,077,994,000","11,600,835,000","11,113,045,000","8,681,128,000","3,934,304,953","424,137,606","-1,411,994,556","1,204,710,754","-419,135,339"
Tax,"-555,732,000","3,148,265,000","1,806,758,000","5,371,526,000","5,197,577,000","2,932,910,000","2,562,419,000","2,392,857,000","873,802,880","244,907,381","-202,558,046","230,686,768","-587,716,818"
PAT,"49,252,000","10,097,285,000","13,157,706,000","13,192,780,000","11,880,417,000","8,667,925,000","8,550,626,000","6,288,271,000","3,060,502,073","179,230,225","-1,209,436,510","974,023,986","168,581,479"
EPS,0.08,16.93,22.07,22.29,20.16,14.96,14.76,10.86,5.29,0.57,-3.71,3.17,0.59
