Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Fixed Assets,"55,789,469,000","57,242,086,000","56,085,733,000","44,732,200,000","42,955,029,000","24,658,980,000","24,224,368,000","23,470,214,000","15,803,677,225","16,433,331,467","16,896,396,926","16,991,285,086","16,004,481,991"
Investments,"13,953,905,000","12,774,388,000","11,632,842,000","12,101,521,000","11,943,284,000","28,150,606,000","8,790,344,000","7,933,979,000","7,758,618,103","7,755,222,860","6,436,898,382","5,634,250,134","5,589,233,065"
Cash in Hand and Bank,"347,691,000","462,912,000","290,264,000","208,441,000","382,557,000","2,368,745,000","216,262,000","322,669,000","166,628,779","114,142,111","187,776,744","452,291,805","348,573,987"
Stores and Spares,"7,010,155,000","5,511,210,000","7,641,242,000","6,237,794,000","6,045,626,000","3,242,478,000","4,044,671,000","3,510,782,000","2,493,463,224","2,377,548,437","2,167,264,132","1,779,660,333","1,719,953,575"
Stock in Trade,"2,291,473,000","2,689,443,000","4,358,080,000","3,490,716,000","1,452,357,000","1,768,488,000","1,932,612,000","2,223,435,000","1,302,786,178","1,190,297,675","785,462,819","1,056,308,381","729,726,744"
Trade Debts,"1,727,790,000","2,101,856,000","1,785,728,000","1,462,355,000","1,175,809,000","746,333,000","571,981,000","288,672,000","419,490,406","276,921,829","297,188,037","585,065,905","365,120,641"
Current Assets,"17,234,410,000","15,053,645,000","19,302,686,000","15,533,975,000","11,764,621,000","9,308,628,000","8,231,088,000","7,963,337,000","5,167,016,166","5,103,635,761","4,695,170,277","4,805,715,348","3,719,300,964"
Quick Assets,"7,932,782,000","6,852,992,000","7,303,364,000","5,805,465,000","4,266,638,000","4,297,662,000","2,253,805,000","2,229,120,000","1,370,766,764","1,535,789,649","1,742,443,326","1,969,746,634","1,269,620,645"
Total Assets,"94,806,495,000","92,982,311,000","94,970,640,000","81,765,122,000","77,820,154,000","62,239,808,000","41,376,503,000","39,855,981,000","28,861,993,514","29,409,252,185","28,122,934,432","28,222,442,425","25,415,490,867"
Interest Bearing Long Term Liability,"11,542,250,000",0,"5,500,000,000","10,000,000,000","16,500,000,000","22,000,000,000",0,"5,115,972,000","5,630,754,066","8,330,587,378","11,725,668,448","11,979,836,960","12,764,805,159"
Non Interest Bearing Long Term Liability,0,0,0,0,0,0,0,0,0,0,0,0,0
Interest Bearing Short Term Liability,"10,982,919,000","16,460,461,000","16,651,583,000","4,887,967,000","2,440,678,000","3,835,809,000","2,373,832,000","2,264,484,000","5,611,227,081","7,803,317,722","7,167,713,711","5,715,253,224","3,511,008,158"
* Non Interest Bearing Short Term Liability,"7,654,365,000","8,059,754,000","9,844,523,000","8,637,762,000","7,293,746,000","6,189,120,000","4,911,466,000","4,490,906,000","2,472,625,307","1,826,159,398","1,837,316,439","1,696,627,871","1,829,715,981"
Trades Payables,"7,654,365,000","8,059,754,000","9,602,383,000","8,492,974,000","7,047,658,000","5,772,574,000","4,899,142,000","4,422,079,000","2,125,262,951","1,630,407,258","1,558,426,981","1,355,336,265","1,542,716,340"
Total Current Liabilities,"18,675,251,000","24,734,012,000","26,552,069,000","13,525,729,000","9,734,424,000","10,163,789,000","7,446,036,000","6,755,390,000","8,083,852,388","9,629,477,120","9,005,030,150","7,411,881,095","5,340,724,139"
Total Liabilities,"40,153,295,000","35,376,393,000","41,660,768,000","33,995,867,000","35,836,779,000","36,827,632,000","12,801,807,000","15,900,961,000","14,829,322,518","18,437,083,262","21,116,811,479","20,006,882,962","18,558,986,657"
Paid Up Capital,"5,962,528,000","5,962,528,000","5,962,528,000","5,962,528,000","5,793,849,000","5,793,849,000","5,793,849,000","5,793,849,000","5,782,019,740","5,782,019,740","3,257,475,910","3,257,475,910","2,832,587,750"
Reserves,"48,690,672,000","51,643,390,000","47,347,344,000","41,806,727,000","34,827,037,000","19,618,327,000","22,578,709,000","18,161,171,000","8,250,651,256","5,190,149,183","3,748,647,043","4,958,083,553","4,023,916,460"
Preferred Equity,0,0,0,0,0,0,0,0,0,0,0,0,0
Surplus On Revaluation of Assets,0,0,0,0,"1,362,489,000",0,"202,138,000",0,0,0,0,0,0
Shareholder Equity,"54,653,200,000","57,605,918,000","53,309,872,000","47,769,255,000","41,983,375,000","25,412,176,000","28,574,696,000","23,955,020,000","14,032,670,996","10,972,168,923","7,006,122,953","8,215,559,463","6,856,504,210"
Paid Up Value,10,10,10,10,10,10,10,10,10,10,10,10,10
Number of Shares,"596,252,800","596,252,800","596,252,800","596,252,783","579,384,918","579,384,918","579,384,918","579,384,918","578,201,974","578,201,974","325,747,591","325,747,591","283,258,775"
