CIK
0001569437
0001806258
0001587301
0001667429
0001756942
0001429349
0000811264
0000940947
0001756793
0000937775
0001318205
0001436668
0001317256
0001325943
0001721672
0001739286
0001780470
0001472422
0000942149
0001249665
0001566547
0001801262
0001407034
0001448076
0001597665
0001265980
0001468009
0001685510
0001364080
0001364075
0001349550
0001364077
0001364074
0001364085
0001364078
0001364072
0001364083
0001364079
0001364073
0001352635
0001578518
0001057554
0001428129
0001115958
0001608804
0001804559
0001301854
0001738552
0001742436
0001798291
0001362960
0001652239
0000933745
0001721616
0001832930
0001162615
0001241295
0001563409
0001367785
0001542536
0001581691
0001765820
0001241750
0001731628
0001202193
0001793063
0001793053
0001526070
0001541389
0001455333
0001481593
0001474257
0001487641
0001455334
0001518210
0001521519
0001506282
0001552339
0001552337
0001552338
0001552336
0001569084
0001594446
0001798642
0001661989
0001661988
0001798627
0001761952
0001324161
0001488647
0001365437
0001156380
0001313634
0001162254
0001603102
0001337483
0001094122
0001048311
0000933038
0001729694
0001692101
0001763032
0001624141
0001324609
0001617336
0001652098
0001506012
0001465763
0001461313
0001693996
0001243455
0001553458
0001416999
0001390395
0001777367
0001587447
0001169362
0001425199
0001425506
0001200746
0001646629
0001589254
0001578488
0001558609
0001587275
0001207150
0001619135
0001545420
0001569604
0001656907
0001545916
0001626675
0001639682
0001527096
0001784229
0001824120
0001192676
0001819605
0001444691
0001491573
0001810831
0001304420
0001532721
0001027510
0001802900
0001767843
0001526612
0001577638
0001362280
0001228308
0001282608
0001432173
0001641982
0001209274
0001588950
0001575734
0001135940
0001578050
0001354769
0001410732
0001611541
0001761443
0001383000
0001162221
0001793525
0001663880
0001764144
0000948508
0001780360
0001449149
0001688732
0001577949
0000790846
0001581037
0001005598
0001095037
0001382257
0001527856
0000878767
0001767476
0001455465
0001566094
0001296917
0001588389
0001320328
0001305946
0001770214
0001538740
0001661482
0001282675
0001639150
0001464352
0001211907
0001460206
0001708902
0001249354
0001669504
0001487107
0001628201
0001610038
0001775032
0001717255
0001346371
0001489331
0001185853
0001406648
0000938607
0001170129
0001555318
0001070466
0001416187
0001245414
0001388892
0001483537
0001515739
0001716868
0001327118
0001468628
0000942052
0001570950
0001346085
0001442242
0001162833
0001461466
0001452453
0001535557
0001167452
0001814203
0001531111
0001246120
0001830911
0001592999
0001279369
0001538453
0001296078
0001546526
0001352955
0000925094
0000941663
0001200170
0001127763
0001356483
0001222288
0001597871
0001642650
0001204180
0001141946
0001161075
0001751169
0001646386
0001423529
0001802707
0001088642
0001688792
0001243775
0001828436
0001579800
0001804681
0001220109
0001211835
0001035345
0001030669
0001023495
0001337214
0001114422
0001792584
0001831752
0001431878
0001468277
0001599759
0001194470
0001552989
0001733734
0001710670
0001799143
0001753340
0001169637
0001639237
0001501831
0001160130
0001049727
0001435787
0001230376
0001617374
0001368037
0001368057
0001671181
0001044096
0001475461
0001441648
0001499633
