Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Advances to Deposits Ratio,0.46,0.58,0.64,0.66,0.50,0.45,0.45,0.51,0.43,0.40,0.44,0.47,0.52
Efficiency,32.01,30.82,50.92,54.59,57.22,55.17,41.43,37.41,35.02,38.67,47.81,69.63,62.10
Payout,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plow Back,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
Return on Equity,8.56,5.52,1.47,11.43,3.63,-1.75,4.57,2.97,7.37,7.71,0.98,-10.10,-1.02
Return on Assets,0.51,0.38,0.10,0.72,0.25,-0.11,0.31,0.21,0.55,0.70,0.10,-1.40,-0.28
Book Value Per Share,18.07,17.89,14.51,13.57,12.35,11.10,11.92,11.82,10.55,10.06,9.03,8.98,9.83
Earning Per Share,1.54,1.06,0.21,1.55,0.45,-0.24,0.58,0.35,0.78,0.78,0.09,-0.91,-0.12
