FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
4,/Archives/edgar/data/313143/000089924321036959/0000899243-21-036959.txt,0000899243-21-036959.txt,TRUE,TRUE
3/A,/Archives/edgar/data/313143/000089924321036951/0000899243-21-036951.txt,0000899243-21-036951.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000089924321035451/0000899243-21-035451.txt,0000899243-21-035451.txt,TRUE,TRUE
3,/Archives/edgar/data/313143/000089924321035449/0000899243-21-035449.txt,0000899243-21-035449.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000089924321034143/0000899243-21-034143.txt,0000899243-21-034143.txt,TRUE,TRUE
3,/Archives/edgar/data/313143/000112760221023777/0001127602-21-023777.txt,0001127602-21-023777.txt,TRUE,TRUE
3,/Archives/edgar/data/313143/000112760221023776/0001127602-21-023776.txt,0001127602-21-023776.txt,TRUE,TRUE
10-Q,/Archives/edgar/data/313143/000031314321000045/0000313143-21-000045.txt,0000313143-21-000045.txt,FALSE,FALSE
8-K,/Archives/edgar/data/313143/000031314321000043/0000313143-21-000043.txt,0000313143-21-000043.txt,FALSE,FALSE
4,/Archives/edgar/data/313143/000112760221023397/0001127602-21-023397.txt,0001127602-21-023397.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221023396/0001127602-21-023396.txt,0001127602-21-023396.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221023395/0001127602-21-023395.txt,0001127602-21-023395.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221023393/0001127602-21-023393.txt,0001127602-21-023393.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221023391/0001127602-21-023391.txt,0001127602-21-023391.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221023389/0001127602-21-023389.txt,0001127602-21-023389.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221023387/0001127602-21-023387.txt,0001127602-21-023387.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221023386/0001127602-21-023386.txt,0001127602-21-023386.txt,TRUE,TRUE
3,/Archives/edgar/data/313143/000112760221023385/0001127602-21-023385.txt,0001127602-21-023385.txt,TRUE,TRUE
8-K,/Archives/edgar/data/313143/000031314321000037/0000313143-21-000037.txt,0000313143-21-000037.txt,FALSE,FALSE
SC 13G/A,/Archives/edgar/data/313143/000083423721008503/0000834237-21-008503.txt,0000834237-21-008503.txt,FALSE,FALSE
4,/Archives/edgar/data/313143/000112760221021568/0001127602-21-021568.txt,0001127602-21-021568.txt,TRUE,TRUE
DEFA14A,/Archives/edgar/data/313143/000031314321000029/0000313143-21-000029.txt,0000313143-21-000029.txt,FALSE,FALSE
DEF 14A,/Archives/edgar/data/313143/000031314321000028/0000313143-21-000028.txt,0000313143-21-000028.txt,FALSE,FALSE
4,/Archives/edgar/data/313143/000112760221020056/0001127602-21-020056.txt,0001127602-21-020056.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221020055/0001127602-21-020055.txt,0001127602-21-020055.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221020050/0001127602-21-020050.txt,0001127602-21-020050.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221020048/0001127602-21-020048.txt,0001127602-21-020048.txt,TRUE,TRUE
SC 13G/A,/Archives/edgar/data/313143/000142284821000151/0001422848-21-000151.txt,0001422848-21-000151.txt,FALSE,FALSE
4,/Archives/edgar/data/313143/000112760221019529/0001127602-21-019529.txt,0001127602-21-019529.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221019526/0001127602-21-019526.txt,0001127602-21-019526.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221019523/0001127602-21-019523.txt,0001127602-21-019523.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221019522/0001127602-21-019522.txt,0001127602-21-019522.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221019521/0001127602-21-019521.txt,0001127602-21-019521.txt,TRUE,TRUE
4,/Archives/edgar/data/313143/000112760221018998/0001127602-21-018998.txt,0001127602-21-018998.txt,TRUE,TRUE
SD,/Archives/edgar/data/313143/000031314321000025/0000313143-21-000025.txt,0000313143-21-000025.txt,FALSE,FALSE
