FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
4,/Archives/edgar/data/771266/000149315221021225/0001493152-21-021225.txt,0001493152-21-021225.txt,TRUE,TRUE
4,/Archives/edgar/data/771266/000149315221019360/0001493152-21-019360.txt,0001493152-21-019360.txt,TRUE,TRUE
4/A,/Archives/edgar/data/771266/000149315221019358/0001493152-21-019358.txt,0001493152-21-019358.txt,TRUE,TRUE
10-Q,/Archives/edgar/data/771266/000149315221018729/0001493152-21-018729.txt,0001493152-21-018729.txt,FALSE,FALSE
8-K,/Archives/edgar/data/771266/000115752321000974/0001157523-21-000974.txt,0001157523-21-000974.txt,FALSE,FALSE
4,/Archives/edgar/data/771266/000149315221014541/0001493152-21-014541.txt,0001493152-21-014541.txt,TRUE,TRUE
3,/Archives/edgar/data/771266/000149315221014540/0001493152-21-014540.txt,0001493152-21-014540.txt,TRUE,TRUE
4,/Archives/edgar/data/771266/000149315221013091/0001493152-21-013091.txt,0001493152-21-013091.txt,TRUE,TRUE
4,/Archives/edgar/data/771266/000149315221013087/0001493152-21-013087.txt,0001493152-21-013087.txt,TRUE,TRUE
4,/Archives/edgar/data/771266/000149315221013086/0001493152-21-013086.txt,0001493152-21-013086.txt,TRUE,TRUE
4,/Archives/edgar/data/771266/000149315221013083/0001493152-21-013083.txt,0001493152-21-013083.txt,TRUE,TRUE
4,/Archives/edgar/data/771266/000149315221013082/0001493152-21-013082.txt,0001493152-21-013082.txt,TRUE,TRUE
8-K,/Archives/edgar/data/771266/000149315221013061/0001493152-21-013061.txt,0001493152-21-013061.txt,FALSE,FALSE
SD,/Archives/edgar/data/771266/000149315221010900/0001493152-21-010900.txt,0001493152-21-010900.txt,FALSE,FALSE
10-Q,/Archives/edgar/data/771266/000149315221010615/0001493152-21-010615.txt,0001493152-21-010615.txt,FALSE,FALSE
8-K/A,/Archives/edgar/data/771266/000115752321000600/0001157523-21-000600.txt,0001157523-21-000600.txt,FALSE,FALSE
8-K,/Archives/edgar/data/771266/000115752321000574/0001157523-21-000574.txt,0001157523-21-000574.txt,FALSE,FALSE
DEF 14A,/Archives/edgar/data/771266/000119312521129063/0001193125-21-129063.txt,0001193125-21-129063.txt,FALSE,FALSE
PRE 14A,/Archives/edgar/data/771266/000119312521111534/0001193125-21-111534.txt,0001193125-21-111534.txt,FALSE,FALSE
