Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Operating Cash Flow,"-64,582,000","694,551,000","-235,824,000","-103,500,000","-337,658,000","72,772,000","-57,616,000","199,906,000","147,953,000","-110,027,000","-140,457,000","247,461,000"
Captial Expenditure,0,0,0,0,0,0,"-532,000","-6,666,000","4,488,000","4,509,000",0,"-753,000"
Cashflow from Investing,"-199,864,000","27,593,000","1,600,000","11,442,000","18,972,000","34,618,000","37,320,000","43,306,000","11,121,000","22,446,000","30,719,000","13,286,000"
Cash Flow from Financing,"-64,976,000","-20,525,000","-12,858,000",0,"-82,841,000",0,"-9,600,000",0,"-2,000",0,"-15,000","-9,588,000"
Net Change,"-329,422,000","701,619,000","-247,082,000","-92,058,000","-401,527,000","107,390,000","-29,896,000","243,212,000","159,072,000","-87,581,000","-109,753,000","251,159,000"
Opening Cash,"557,937,000","-143,682,000","103,400,000","200,458,000","601,985,000","494,595,000","524,491,000","281,279,000","122,207,000","209,788,000","319,541,000","68,382,000"
Closing Cash,"228,515,000","557,937,000","-143,682,000","108,400,000","200,458,000","601,985,000","494,595,000","524,491,000","281,279,000","122,207,000","209,788,000","319,541,000"
FCFF,"-64,582,000","694,551,000","-235,824,000","-103,500,000","-337,658,000","72,772,000","-57,084,000","206,572,000","143,465,000","-114,536,000","-140,457,000","248,214,000"
FCFE,"-129,558,000","674,026,000","-248,682,000","-103,500,000","-420,499,000","72,772,000","-66,684,000","206,572,000","143,463,000","-114,536,000","-140,472,000","238,626,000"
