Year,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Operating Cash Flow,"11,758,613,000","236,958,000","2,877,501,000","1,764,196,000","917,870,000","-1,986,896,000","1,952,099,000","638,008,000","2,208,812,000","5,630,598,000","7,051,345,000","542,405,000"
Captial Expenditure,"402,088,000","208,867,000","1,153,569,000","234,005,000","154,633,000","55,833,000","150,371,000","1,720,529,000","2,418,033,000","955,449,000","277,436,000","272,730,000"
Cashflow from Investing,"-3,854,169,000","-208,867,000","-1,153,569,000","-234,005,000","-154,633,000","-55,833,000","-150,371,000","-2,067,451,000","-1,956,139,000","-1,305,449,000","-277,436,000","-272,730,000"
Cash Flow from Financing,"-4,067,637,000","-850,523,000","6,000","-22,000","-46,000","-54,000","399,877,000","-2,850,674,000","-2,657,730,000","-2,852,781,000","-97,791,000","-777,349,000"
Net Change,"3,836,807,000","-822,432,000","1,723,938,000","1,530,169,000","763,191,000","-2,042,783,000","2,201,605,000","-4,280,117,000","-2,405,057,000","1,472,368,000","6,676,118,000","-507,674,000"
Opening Cash,"4,220,756,000","5,043,188,000","3,319,250,000","1,789,081,000","1,025,890,000","3,068,673,000","225,134,000","4,505,251,000","6,910,308,000","5,437,940,000","-1,238,178,000","-730,504,000"
Closing Cash,"8,057,563,000","4,220,756,000","5,043,188,000","3,319,250,000","1,789,081,000","1,025,890,000","2,426,739,000","225,134,000","4,505,251,000","6,910,308,000","5,437,940,000","-1,238,178,000"
FCFF,"11,356,525,000","28,091,000","1,723,932,000","1,530,191,000","763,237,000","-2,042,729,000","1,801,728,000","-1,082,521,000","-209,221,000","4,675,149,000","6,773,909,000","269,675,000"
FCFE,"7,288,888,000","-822,432,000","1,723,938,000","1,530,169,000","763,191,000","-2,042,783,000","2,201,605,000","-3,933,195,000","-2,866,951,000","1,822,368,000","6,676,118,000","-507,674,000"
