FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
4,/Archives/edgar/data/46765/000117911021009519/0001179110-21-009519.txt,0001179110-21-009519.txt,TRUE,TRUE
8-K,/Archives/edgar/data/46765/000110465921120764/0001104659-21-120764.txt,0001104659-21-120764.txt,FALSE,FALSE
8-K,/Archives/edgar/data/46765/000110465921120264/0001104659-21-120264.txt,0001104659-21-120264.txt,FALSE,FALSE
8-K,/Archives/edgar/data/46765/000110465921119587/0001104659-21-119587.txt,0001104659-21-119587.txt,FALSE,FALSE
8-K,/Archives/edgar/data/46765/000004676521000034/0000046765-21-000034.txt,0000046765-21-000034.txt,FALSE,FALSE
8-K,/Archives/edgar/data/46765/000004676521000032/0000046765-21-000032.txt,0000046765-21-000032.txt,FALSE,FALSE
4,/Archives/edgar/data/46765/000117911021007954/0001179110-21-007954.txt,0001179110-21-007954.txt,TRUE,TRUE
3,/Archives/edgar/data/46765/000117911021007949/0001179110-21-007949.txt,0001179110-21-007949.txt,TRUE,TRUE
10-Q,/Archives/edgar/data/46765/000004676521000030/0000046765-21-000030.txt,0000046765-21-000030.txt,FALSE,FALSE
8-K,/Archives/edgar/data/46765/000004676521000028/0000046765-21-000028.txt,0000046765-21-000028.txt,FALSE,FALSE
4,/Archives/edgar/data/46765/000117911021006424/0001179110-21-006424.txt,0001179110-21-006424.txt,TRUE,TRUE
8-K,/Archives/edgar/data/46765/000004676521000022/0000046765-21-000022.txt,0000046765-21-000022.txt,FALSE,FALSE
4,/Archives/edgar/data/46765/000117911021004849/0001179110-21-004849.txt,0001179110-21-004849.txt,TRUE,TRUE
10-Q,/Archives/edgar/data/46765/000004676521000019/0000046765-21-000019.txt,0000046765-21-000019.txt,FALSE,FALSE
8-K,/Archives/edgar/data/46765/000004676521000017/0000046765-21-000017.txt,0000046765-21-000017.txt,FALSE,FALSE
