Year,2020,2019
Operating Cash Flow,"278,175,857","271,027,887"
Captial Expenditure,"67,599,391","46,658,742"
Cashflow from Investing,"-66,789,072","-46,658,742"
Cash Flow from Financing,"-117,138,501","-261,127,507"
Net Change,"94,248,284","-36,758,362"
Opening Cash,"67,253,862","104,012,224"
Closing Cash,"161,502,146","67,253,862"
FCFF,"210,576,466","224,369,145"
FCFE,"93,437,965","-36,758,362"
