FORM_TYPE,LINK,FILENAME,DOWNLOADED,UPLOADED
SC 13G/A,/Archives/edgar/data/725363/000009375121000673/0000093751-21-000673.txt,0000093751-21-000673.txt,FALSE,FALSE
4,/Archives/edgar/data/725363/000123603021000006/0001236030-21-000006.txt,0001236030-21-000006.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000123603021000005/0001236030-21-000005.txt,0001236030-21-000005.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000123603021000004/0001236030-21-000004.txt,0001236030-21-000004.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000123603021000003/0001236030-21-000003.txt,0001236030-21-000003.txt,TRUE,TRUE
10-Q,/Archives/edgar/data/725363/000165495421008919/0001654954-21-008919.txt,0001654954-21-008919.txt,FALSE,FALSE
8-K,/Archives/edgar/data/725363/000165495421007693/0001654954-21-007693.txt,0001654954-21-007693.txt,FALSE,FALSE
4,/Archives/edgar/data/725363/000164698921000008/0001646989-21-000008.txt,0001646989-21-000008.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000164698921000007/0001646989-21-000007.txt,0001646989-21-000007.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000164698921000006/0001646989-21-000006.txt,0001646989-21-000006.txt,TRUE,TRUE
8-K,/Archives/edgar/data/725363/000165495421007536/0001654954-21-007536.txt,0001654954-21-007536.txt,FALSE,FALSE
4,/Archives/edgar/data/725363/000128230421000008/0001282304-21-000008.txt,0001282304-21-000008.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000128230421000007/0001282304-21-000007.txt,0001282304-21-000007.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000128230421000006/0001282304-21-000006.txt,0001282304-21-000006.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000128230421000005/0001282304-21-000005.txt,0001282304-21-000005.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000128230421000004/0001282304-21-000004.txt,0001282304-21-000004.txt,TRUE,TRUE
8-K,/Archives/edgar/data/725363/000165495421007358/0001654954-21-007358.txt,0001654954-21-007358.txt,FALSE,FALSE
8-K,/Archives/edgar/data/725363/000100487821000049/0001004878-21-000049.txt,0001004878-21-000049.txt,FALSE,FALSE
8-K,/Archives/edgar/data/725363/000165495421006720/0001654954-21-006720.txt,0001654954-21-006720.txt,FALSE,FALSE
424B5,/Archives/edgar/data/725363/000165495421006719/0001654954-21-006719.txt,0001654954-21-006719.txt,FALSE,FALSE
FWP,/Archives/edgar/data/725363/000165495421006690/0001654954-21-006690.txt,0001654954-21-006690.txt,FALSE,FALSE
424B5,/Archives/edgar/data/725363/000165495421006688/0001654954-21-006688.txt,0001654954-21-006688.txt,FALSE,FALSE
DEFA14A,/Archives/edgar/data/725363/000165495421005948/0001654954-21-005948.txt,0001654954-21-005948.txt,FALSE,FALSE
ARS,/Archives/edgar/data/725363/000165495421005946/0001654954-21-005946.txt,0001654954-21-005946.txt,FALSE,FALSE
DEF 14A,/Archives/edgar/data/725363/000165495421005944/0001654954-21-005944.txt,0001654954-21-005944.txt,FALSE,FALSE
4,/Archives/edgar/data/725363/000123621521000010/0001236215-21-000010.txt,0001236215-21-000010.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000123621521000009/0001236215-21-000009.txt,0001236215-21-000009.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000123621521000008/0001236215-21-000008.txt,0001236215-21-000008.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000123621521000007/0001236215-21-000007.txt,0001236215-21-000007.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000123621521000006/0001236215-21-000006.txt,0001236215-21-000006.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000123621521000005/0001236215-21-000005.txt,0001236215-21-000005.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000123621521000004/0001236215-21-000004.txt,0001236215-21-000004.txt,TRUE,TRUE
4,/Archives/edgar/data/725363/000123621521000003/0001236215-21-000003.txt,0001236215-21-000003.txt,TRUE,TRUE
10-Q,/Archives/edgar/data/725363/000165495421005882/0001654954-21-005882.txt,0001654954-21-005882.txt,FALSE,FALSE
4,/Archives/edgar/data/725363/000128230421000003/0001282304-21-000003.txt,0001282304-21-000003.txt,TRUE,TRUE
