Year,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
Operating Cash Flow,"93,135,000","68,580,000","187,794,000","-9,854,000","174,932,000","186,022,000","3,787,000","182,238,000","-15,230,000","-220,000","179,045,000","-34,265,000"
Captial Expenditure,"28,778,000","14,629,000","33,064,000","26,994,000","44,106,000","21,619,000","3,559,000","-3,279,000","-1,033,000","4,523,000","18,043,000","20,175,000"
Cashflow from Investing,"-22,353,000","-61,494,000","-151,638,000","-154,125,000","-75,929,000","-34,195,000","12,096,000","14,847,000","-4,272,000","8,650,000","-12,275,000","-20,157,000"
Cash Flow from Financing,"-7,972,000","-8,088,000","-17,101,000","22,077,000","-182,109,000","-37,242,000","-53,084,000","-61,963,000","-2,107,000","-75,000,000",0,"194,057,000"
Net Change,"62,810,000","-1,002,000","19,055,000","-141,902,000","-83,106,000","114,585,000","-37,201,000","135,122,000","-21,609,000","-66,570,000","166,770,000","139,635,000"
Opening Cash,"110,922,000","111,924,000","92,869,000","234,771,000","317,826,000","203,241,000","240,442,000","105,320,000","126,929,000","193,499,000","26,729,000","-112,906,000"
Closing Cash,"173,732,000","110,922,000","111,924,000","92,869,000","234,771,000","317,826,000","203,241,000","240,442,000","105,320,000","126,929,000","193,499,000","26,729,000"
FCFF,"64,357,000","53,951,000","154,730,000","-36,848,000","130,826,000","164,403,000","228,000","185,517,000","-14,197,000","-4,743,000","161,002,000","-54,440,000"
FCFE,"56,385,000","45,863,000","137,629,000","-14,771,000","-51,283,000","127,161,000","-52,856,000","123,554,000","-16,304,000","-79,743,000","161,002,000","139,617,000"
